				VRZ	VRZ_BY	VRZ	1000	0			0	0	0																										HB		0	BAB	BAB-km												DZS	Adressen		Inselbus		Lokalbus	EAK	UZ 				Prinzip	Steuerung								der SST in															Rechts	Hoch	Höhe (ü. NN)	Koordinaten	nur bei Einbiegern			nur bei Abb.	zwischen-/ bei-As	und-AS	
				UZ	UZ_BY	UZ	1000	1			201	1																											HB		0		von	bis	Topographie	Bezeichnung	Location	Dist.	XHI	HI	LO 	IP-Adresse SM	Subnetzmaske	Port-Nr.(IP)	Zst.Nr.	FG	DE-Kanal	Port	Slave/SM	Slave	Kanal	ID	intern	Version	Typ	Anzeige		Bemerkungen 1	Bemerkungen 2	Bemerkungen 3	Typ	Bit	Projekt	Hers.	Fahrtrichtung										WVZ-Semantik (nur für PW)								neu 03/2015	von Richtung	von Str. Nr.	in Richtung	Str. in Richtg.			
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		4	97	219	8	0	3	041	41	TLS02	TLSoIP	b	2	WZG B zwischen dem rechten FS und 1. Überhol-FS der FR Süd / West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ45	Wechselzeichengeber	A006B787,4b			A006 B787,4	787,380	WVZ-B	#1#3#4#8#9#10#12#31#32#39#51#52#53		1		Süd/ West	HFS-UEFS1	11,125772130	49,370184016	357,159	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		4	105	219	8	0	2	041	41	TLS02	TLSoIP	b	2	WZG C erste Textzeile zwischen dem rechten FS und 1. Überhol-FS der FR  Süd / West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ45	Wechselzeichengeber	A006B787,4b			A006 B787,4	787,380	WVZ-C	#62#63#64#65#66#67#68#72#81#82#83#84#85#86#87#91#92#93#94#95#96#97#102#201#203#204#207#208#209#212		2		Süd/ West	HFS-UEFS1	11,125772130	49,370184016	357,159	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		4	195	219	8	1	0	041	41	TLS02	TLSoIP			Clusterkanal 1.Querschnitt FR Süd bzw West - Hauptfahrbahn					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ45 (Clusterkanal)	Cluster	A006B787,4b			A006 B787,4	787,380						Süd/ West		11,125772130	49,370184016	357,159	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		4	34	219	8	1	1	041	41	TLS02	TLSoIP	b	2	WZG A für 1. Überhol- FS der FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ45	Wechselzeichengeber	A006B787,4b			A006 B787,4	787,380	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	UEFS1	11,125772130	49,370184016	357,159	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		4	35	219	8	1	2	041	41	TLS02	TLSoIP	b	2	WZG A für 2. Überhol-FS der FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ45	Wechselzeichengeber	A006B787,4b			A006 B787,4	787,380	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	UEFS2	11,125772130	49,370184016	357,159	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		4	98	219	8	1	4	041	41	TLS02	TLSoIP	b	2	WZG B zwischen dem 1. Überhol-FS und 2. Überhol-FS der FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ45	Wechselzeichengeber	A006B787,4b			A006 B787,4	787,380	WVZ-B	#1#3#4#8#9#10#12#31#32#39#51#52#53		1		Süd/ West	UEFS1-UEFS2	11,125772130	49,370184016	357,159	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		4	106	219	8	1	3	041	41	TLS02	TLSoIP	b	2	WZG C erste Textzeile zwischen dem 1. Überhol-FS und 2. Überhol-FS der FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ45	Wechselzeichengeber	A006B787,4b			A006 B787,4	787,380	WVZ-C	#62#63#64#65#66#67#68#72#81#82#83#84#85#86#87#91#92#93#94#95#96#97#102#201#203#204#207#208#209#212		2		Süd/ West	UEFS1-UEFS2	11,125772130	49,370184016	357,159	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		3	33	219	8	0	1	041	41	TLS02	TLSoIP			Helligkeitssensor - Nebenfahrbahn					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ45	Helligkeit	A006B787,4a			A006 B787,4	787,427						Süd/ West	Rechts	11,126061772	49,370565546	351,638	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		3	43	219	8	1	1	041	41	TLS02	TLSoIP			Helligkeitssensor - Hauptfahrbahn					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ45	Helligkeit	A006B787,4b			A006 B787,4	787,427						Süd/ West	Rechts	11,126061772	49,370565546	351,638	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		6	1	219	8	0	1	041	41	TLS02	TLSoIP			Türkontakt			48		SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	SS45	Türkontakt	A006B787,4			A006 B787,4	787,427						Süd/ West	Rechts	11,126061772	49,370565546	351,638	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		6	2	219	8	0	2	041	41	TLS02	TLSoIP			Temperaturüberwachung			49		SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	SS45	Temperaturüberwachung	A006B787,4			A006 B787,4	787,427						Süd/ West	Rechts	11,126061772	49,370565546	351,638	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		6	3	219	8	0	3	041	41	TLS02	TLSoIP			Stromversorgung			51		SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	SS45	Stromversorgung	A006B787,4			A006 B787,4	787,427						Süd/ West	Rechts	11,126061772	49,370565546	351,638	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	787,380		045,000	A006B787,4	11911	64	2E	87	40	172.27.10.51	255.255.255.0	10000		6	4	219	8	0	4	041	41	TLS02	TLSoIP			Heizung			52		SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	SS45	Heizung	A006B787,4			A006 B787,4	787,427						Süd/ West	Rechts	11,126061772	49,370565546	351,638	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		1	33	219	9	0	1	041	41	TLS02	TLSoIP			HFB FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	Radar	Messschleife	A006B785,8	MQ1 SW HFS	#A006B785,8b	A006 B785,8	785,760						Süd/ West	HFS	11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		1	34	219	9	0	2	041	41	TLS02	TLSoIP			1. ÜFS FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	Radar	Messschleife	A006B785,8	MQ1 SW HFS	#A006B785,8b	A006 B785,8	785,760						Süd/ West	UEFS1	11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		1	35	219	9	0	3	041	41	TLS02	TLSoIP			2. ÜFS FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	Radar	Messschleife	A006B785,8	MQ1 SW HFS	#A006B785,8b	A006 B785,8	785,760						Süd/ West	UEFS2	11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		4	193	219	9	0	0	041	41	TLS02	TLSoIP			Clusterkanal 1.Querschnitt FR Süd bzw West - Nebenfahrbahn					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ35 (Clusterkanal)	Cluster	A006B785,8a			A006 B785,8	785,760						Süd/ West		11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		4	33	219	9	0	1	041	41	TLS02	TLSoIP	b	2	WZG A für rechten FS der FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ35	Wechselzeichengeber	A006B785,8b			A006 B785,8	785,760	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	HFS	11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		4	97	219	9	0	3	041	41	TLS02	TLSoIP	b	2	WZG B zwischen dem rechten FS und 1. Überhol-FS der FR Süd / West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ35	Wechselzeichengeber	A006B785,8b			A006 B785,8	785,760	WVZ-B	#1#3#4#8#9#10#12#31#32#39#51#52#53		1		Süd/ West	HFS-UEFS1	11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		4	105	219	9	0	2	041	41	TLS02	TLSoIP	b	2	WZG C erste Textzeile zwischen dem rechten FS und 1. Überhol-FS der FR  Süd / West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ35	Wechselzeichengeber	A006B785,8b			A006 B785,8	785,760	WVZ-C	#62#63#64#65#66#67#68#72#81#82#83#84#85#86#87#91#92#93#94#95#96#97#102#201#203#204#207#208#209#212		2		Süd/ West	HFS-UEFS1	11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		4	195	219	9	1	0	041	41	TLS02	TLSoIP			Clusterkanal 1.Querschnitt FR Süd bzw West - Hauptfahrbahn					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ35 (Clusterkanal)	Cluster	A006B785,8b			A006 B785,8	785,760						Süd/ West		11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		4	34	219	9	1	1	041	41	TLS02	TLSoIP	b	2	WZG A für 1. Überhol- FS der FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ35	Wechselzeichengeber	A006B785,8b			A006 B785,8	785,760	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	UEFS1	11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		4	35	219	9	1	2	041	41	TLS02	TLSoIP	b	2	WZG A für 2. Überhol-FS der FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ35	Wechselzeichengeber	A006B785,8b			A006 B785,8	785,760	WVZ-A	#9#22#24#26#28#30#33#42#44#46#48#50#53#54#111#112#113#114		1		Süd/ West	UEFS2	11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		4	98	219	9	1	4	041	41	TLS02	TLSoIP	b	2	WZG B zwischen dem 1. Überhol-FS und 2. Überhol-FS der FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ35	Wechselzeichengeber	A006B785,8b			A006 B785,8	785,760	WVZ-B	#1#3#4#8#9#10#12#31#32#39#51#52#53		1		Süd/ West	UEFS1-UEFS2	11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		4	106	219	9	1	3	041	41	TLS02	TLSoIP	b	2	WZG C erste Textzeile zwischen dem 1. Überhol-FS und 2. Überhol-FS der FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ35	Wechselzeichengeber	A006B785,8b			A006 B785,8	785,760	WVZ-C	#62#63#64#65#66#67#68#72#81#82#83#84#85#86#87#91#92#93#94#95#96#97#102#201#203#204#207#208#209#212		2		Süd/ West	UEFS1-UEFS2	11,111572486	49,358896461	352,572	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		3	33	219	9	0	1	041	41	TLS02	TLSoIP			Helligkeitssensor - Nebenfahrbahn					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ35	Helligkeit	A006B785,8a			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		3	43	219	9	1	1	041	41	TLS02	TLSoIP			Helligkeitssensor - Hauptfahrbahn					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ35	Helligkeit	A006B785,8b			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		3	36	219	9	0	2	041	41	TLS02	TLSoIP			Niederschlagsart NA (DE-Typ 71)					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	Regensensor	Niederschlagsart	A006B785,8			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		3	37	219	9	0	3	041	41	TLS02	TLSoIP			FB-Zustand FBZ1 (DE-Typ 70)					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	Bodensensor	Fahrbahnzustand	A006B785,8			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		3	38	219	9	0	4	041	41	TLS02	TLSoIP			Wasserfilmdicke WFD1 (DE-Typ 72)					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	Bodensensor	Wasserfilmdicke	A006B785,8			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		3	39	219	9	0	5	041	41	TLS02	TLSoIP			Lufttemperatur LT (DE-Typ 48)					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	T/F-Sensor	Lufttemperatur	A006B785,8			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		3	40	219	9	0	6	041	41	TLS02	TLSoIP			Rel. Feuchte RLF (DE-Typ 55)					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	T/F-Sensor	Relative Luftfeuchte	A006B785,8			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		3	41	219	9	0	7	041	41	TLS02	TLSoIP			Niederschlagsintensität NI (DE-Typ 53)					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	Regensensor	Niederschlagsintensität	A006B785,8			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		6	1	219	9	0	1	041	41	TLS02	TLSoIP			Türkontakt			48		SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	SS35	Türkontakt	A006B785,8			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		6	2	219	9	0	2	041	41	TLS02	TLSoIP			Temperaturüberwachung			49		SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	SS35	Temperaturüberwachung	A006B785,8			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		6	3	219	9	0	3	041	41	TLS02	TLSoIP			Stromversorgung			51		SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	SS35	Stromversorgung	A006B785,8			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	785,760		035,000	A006B785,8	11911	48	2E	87	30	172.27.10.54	255.255.255.0	10000		6	4	219	9	0	4	041	41	TLS02	TLSoIP			Heizung			52		SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	SS35	Heizung	A006B785,8			A006 B785,8	785,786						Süd/ West	Rechts	11,111748791	49,359107637	352,085	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	783,550		030,000	A006B783,6	11911	26	2E	87	1A	172.27.10.57	255.255.255.0	10000		1	33	219	10	0	1	041	41	TLS02	TLSoIP			HFB FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	Radar	Messschleife	A006B783,6	MQ1 SW HFS	#A006B783,6b	A006 B783,6	783,550						Süd/ West	HFS	11,089017708	49,346218963	340,900	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	783,550		030,000	A006B783,6	11911	26	2E	87	1A	172.27.10.57	255.255.255.0	10000		1	34	219	10	0	2	041	41	TLS02	TLSoIP			1. ÜFS FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	Radar	Messschleife	A006B783,6	MQ1 SW HFS	#A006B783,6b	A006 B783,6	783,550						Süd/ West	UEFS1	11,089017708	49,346218963	340,900	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	783,550		030,000	A006B783,6	11911	26	2E	87	1A	172.27.10.57	255.255.255.0	10000		1	35	219	10	0	3	041	41	TLS02	TLSoIP			2. ÜFS FR Süd/West					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	Radar	Messschleife	A006B783,6	MQ1 SW HFS	#A006B783,6b	A006 B783,6	783,550						Süd/ West	UEFS2	11,089017708	49,346218963	340,900	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
																																						2012-06-29_KonfiglisteVermessungV2.3.5.N-ave.xls	SBA A6 Schwabach	Aktiv	X	A6	783,550		030,000	A006B783,6	11911	26	2E	87	1A	172.27.10.57	255.255.255.0	10000		4	193	219	10	0	0	041	41	TLS02	TLSoIP			Clusterkanal 1.Querschnitt FR Süd bzw West - Nebenfahrbahn					SBA A6-Schwabach - Umrüstung 2009	3	Heilbronn	AQ30 (Clusterkanal)	Cluster	A006B783,6a			A006 B783,6	783,550						Süd/ West		11,089017708	49,346218963	340,900	neu 2015	Amberg		Heilbronn		58 Kreuz Nürnberg-Süd (A73(-))	AS 57 Roth (B2)	
