				VRZ	VRZ_BY	VRZ	1000	0			0	0	0																										HB		0	BAB	BAB-km												DZS	Adressen		Inselbus		Lokalbus	EAK	UZ 				Prinzip	Steuerung								der SST in															Rechts	Hoch	Höhe (ü. NN)	Koordinaten	nur bei Einbiegern			nur bei Abb.	zwischen-/ bei-As	und-AS	
				UZ	UZ_BY	UZ	1000	1			201	1																											HB		0		von	bis	Topographie	Bezeichnung	Location	Dist.	XHI	HI	LO 	IP-Adresse SM	Subnetzmaske	Port-Nr.(IP)	Zst.Nr.	FG	DE-Kanal	Port	Slave/SM	Slave	Kanal	ID	intern	Version	Typ	Anzeige		Bemerkungen 1	Bemerkungen 2	Bemerkungen 3	Typ	Bit	Projekt	Hers.	Fahrtrichtung										WVZ-Semantik (nur für PW)								neu 03/2015	von Richtung	von Str. Nr.	in Richtung	Str. in Richtg.			
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	037,671		AQ 15 - SST 15	A 070 A 037,7	12419	4	30	83	4					6	1	204	1	0	1		28	TLS02				Tür zu / auf			48	0	SBA A70 TSB	Weiss	Bayreuth	SS A070 A37,7	Türkontakt	A070A037,7			A070 A37,7	37,681						Nord/ Ost	Rechts	10,562777641	49,977641569	250,977		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	037,671		AQ 15 - SST 15	A 070 A 037,7	12419	4	30	83	4					6	2	204	1	0	2		28	TLS02				Netzspannung OK / NOK			51	0	SBA A70 TSB	Weiss	Bayreuth	SS A070 A37,7	Stromversorgung	A070A037,7			A070 A37,7	37,681						Nord/ Ost	Rechts	10,562777641	49,977641569	250,977		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	037,671		AQ 15 - SST 15	A 070 A 037,7	12419	4	30	83	4					6	3	204	1	0	3		28	TLS02				Heizung aus / ein			52	1	SBA A70 TSB	Weiss	Bayreuth	SS A070 A37,7	Heizung	A070A037,7			A070 A37,7	37,681						Nord/ Ost	Rechts	10,562777641	49,977641569	250,977		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					1	1	204	2	0	1		28	TLS02				HFS FR Nord/Ost	Überkopfdetektor				SBA A70 TSB	Weiss	Bayreuth	Radar 1	Messschleife	A070A039,3			A070 A39,3	39,362						Nord/ Ost	HFS	10,585562572	49,974058299	289,423		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					1	2	204	2	0	2		28	TLS02				1. ÜFS FR Nord/Ost	Überkopfdetektor				SBA A70 TSB	Weiss	Bayreuth	Radar 2	Messschleife	A070A039,3			A070 A39,3	39,362						Nord/ Ost	UEFS1	10,585562572	49,974058299	289,423		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					4	194	204	2	0	0		28	TLS02				Clusterkanal 1. Querschnitt FR Nord/Ost					SBA A70 TSB	Weiss	Bayreuth	SS A070 A39,3	Cluster	A070A039,3			A070 A39,3	39,331						Nord/ Ost	Rechts	10,585120854	49,974065457	288,354		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					4	1	204	2	0	1		28	TLS02		b	2	WZG A für HFS der FR Nord/Ost					SBA A70 TSB	Weiss	Bayreuth	AQ 20	Wechselzeichengeber	A070A039,3			A070 A39,3	39,362	WVZ-A	#9#22#24#26#28#30#31#33#42#44#46#48#50#54#111#113		1		Nord/ Ost	HFS	10,585562572	49,974058299	289,423		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					4	2	204	2	0	2		28	TLS02		b	2	WZG A für 1. ÜFS der FR Nord/Ost					SBA A70 TSB	Weiss	Bayreuth	AQ 20	Wechselzeichengeber	A070A039,3			A070 A39,3	39,362	WVZ-A	#9#22#24#26#28#30#31#33#42#44#46#48#50#54#111#114		1		Nord/ Ost	UEFS1	10,585562572	49,974058299	289,423		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					4	65	204	2	0	3		28	TLS02		b	2	WZG B zwischen dem HFS und 1. ÜFS der FR Nord/Ost					SBA A70 TSB	Weiss	Bayreuth	AQ 20	Wechselzeichengeber	A070A039,3			A070 A39,3	39,362	WVZ-B	#1#4#8#9#10#12#31#32#39#51#52#53		1		Nord/ Ost	HFS-UEFS1	10,585562572	49,974058299	289,423		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					4	73	204	2	0	4		28	TLS02		b	2	WZG C erste Textzeile zwischen dem HFS und 1. ÜFS der FR Nord/Ost		"90=""Auf 200m""; 213=""Umleitung"""			SBA A70 TSB	Weiss	Bayreuth	AQ 20	Wechselzeichengeber	A070A039,3			A070 A39,3	39,362	WVZ-C	#62#63#66#78#81#82#83#84#86#90#91#92#93#94#96#102#213		2		Nord/ Ost	HFS-UEFS1	10,585562572	49,974058299	289,423		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					4	141	204	2	0	5		30	TLS02		a	1	Fail-Save am rechten Stiel		"241=100km/h;242=80km/h;243=leer"			SBA A70 TSB	Weiss	Bayreuth	AQ 20 (Prisma)	Prismenwender	A070A039,3			A070 A39,3	39,362	PW	#241#242#243		1		Nord/ Ost	Rechts	10,585562572	49,974058299	289,423		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					4	142	204	2	0	6		30	TLS02		a	1	Fail-Save am linken Stiel		"241=100km/h;242=80km/h;243=leer"			SBA A70 TSB	Weiss	Bayreuth	AQ 20 (Prisma)	Prismenwender	A070A039,3			A070 A39,3	39,362	PW	#241#242#243		1		Nord/ Ost	Links	10,585562572	49,974058299	289,423		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					3	1	204	2	0	1		28	TLS02				Helligkeitssensor			61		SBA A70 TSB	Weiss	Bayreuth	SS A070 A39,3	Helligkeit	A070A039,3			A070 A39,3	39,331						Nord/ Ost	Rechts	10,585120854	49,974065457	288,354		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					6	1	204	2	0	1		28	TLS02				Tür zu / auf			48	0	SBA A70 TSB	Weiss	Bayreuth	SS A070 A39,3	Türkontakt	A070A039,3			A070 A39,3	39,331						Nord/ Ost	Rechts	10,585120854	49,974065457	288,354		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					6	2	204	2	0	2		28	TLS02				Netzspannung OK / NOK			51	0	SBA A70 TSB	Weiss	Bayreuth	SS A070 A39,3	Stromversorgung	A070A039,3			A070 A39,3	39,331						Nord/ Ost	Rechts	10,585120854	49,974065457	288,354		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	039,321		AQ 20 - SST 20	A 070 A 039,3	12419	20	30	83	14					6	3	204	2	0	3		28	TLS02				Heizung aus / ein			52	1	SBA A70 TSB	Weiss	Bayreuth	SS A070 A39,3	Heizung	A070A039,3			A070 A39,3	39,331						Nord/ Ost	Rechts	10,585120854	49,974065457	288,354		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					1	1	205	1	0	1		28	TLS02				HFS FR Nord/Ost	Überkopfdetektor				SBA A70 TSB	Weiss	Bayreuth	Radar 1	Messschleife	A070A040,7			A070 A40,7	40,809						Nord/ Ost	HFS	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					1	2	205	1	0	2		28	TLS02				1. ÜFS FR Nord/Ost	Überkopfdetektor				SBA A70 TSB	Weiss	Bayreuth	Radar 2	Messschleife	A070A040,7			A070 A40,7	40,809						Nord/ Ost	UEFS1	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					1	33	205	1	0	3		28	TLS02				HFS FR Süd/West					SBA A70 TSB	Weiss	Bayreuth	MQ  33.1, 33.2	Messschleife	A070B040,7			A070 B40,7	40,682						Süd/ West	HFS	10,603790631	49,974652692	273,475		Bamberg		Schweinfurt		AS 12 Eltmann (B26)	AS 11 Knetzgau	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					1	34	205	1	0	4		28	TLS02				1. ÜFS FR Süd/West					SBA A70 TSB	Weiss	Bayreuth	MQ 34.1, 34.2	Messschleife	A070B040,7			A070 B40,7	40,682						Süd/ West	UEFS1	10,603790631	49,974652692	273,475		Bamberg		Schweinfurt		AS 12 Eltmann (B26)	AS 11 Knetzgau	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					4	194	205	1	4	0		28	TLS02				Clusterkanal 1. Querschnitt FR Nord/Ost					SBA A70 TSB	Weiss	Bayreuth	SS A070 A40,7	Cluster	A070A040,7a			A070 A40,7	40,678						Nord/ Ost	Rechts	10,603825809	49,974434743	273,085		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					4	1	205	1	4	1		28	TLS02		b	2	WZG A für HFS der FR Nord/Ost					SBA A70 TSB	Weiss	Bayreuth	AQ 25	Wechselzeichengeber	A070A040,7a			A070 A40,7	40,809	WVZ-A	#9#22#24#26#28#30#31#33#42#44#46#48#50#54#111#113		1		Nord/ Ost	HFS	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					4	2	205	1	4	2		28	TLS02		b	2	WZG A für 1. ÜFS der FR Nord/Ost					SBA A70 TSB	Weiss	Bayreuth	AQ 25	Wechselzeichengeber	A070A040,7a			A070 A40,7	40,809	WVZ-A	#9#22#24#26#28#30#31#33#42#44#46#48#50#54#111#114		1		Nord/ Ost	UEFS1	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					4	65	205	1	4	3		28	TLS02		b	2	WZG B zwischen dem HFS und 1. ÜFS der FR Nord/Ost					SBA A70 TSB	Weiss	Bayreuth	AQ 25	Wechselzeichengeber	A070A040,7a			A070 A40,7	40,809	WVZ-B	#1#4#8#9#10#12#31#32#39#51#52#53		1		Nord/ Ost	HFS-UEFS1	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					4	73	205	1	4	4		28	TLS02		b	2	WZG C erste Textzeile zwischen dem HFS und 1. ÜFS der FR Nord/Ost		"90=""Auf 200m""; 213=""Umleitung"""			SBA A70 TSB	Weiss	Bayreuth	AQ 25	Wechselzeichengeber	A070A040,7a			A070 A40,7	40,809	WVZ-C	#62#63#66#78#81#82#83#84#86#90#91#92#93#94#96#102#213		2		Nord/ Ost	HFS-UEFS1	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					4	141	205	1	4	5		30	TLS02		a	1	Fail-Save am rechten Stiel		"241=80km/h;242=60km/h;243=leer"			SBA A70 TSB	Weiss	Bayreuth	AQ 25 (Prisma)	Prismenwender	A070A040,7a			A070 A40,7	40,809	PW	#241#242#243		1		Nord/ Ost	Rechts	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					4	142	205	1	4	6		30	TLS02		a	1	Fail-Save am linken Stiel		"241=80km/h;242=60km/h;243=leer"			SBA A70 TSB	Weiss	Bayreuth	AQ 25 (Prisma)	Prismenwender	A070A040,7a			A070 A40,7	40,809	PW	#241#242#243		1		Nord/ Ost	Links	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					3	1	205	1	4	1		28	TLS02				Helligkeitssensor			61		SBA A70 TSB	Weiss	Bayreuth	SS A070 A40,7	Helligkeit	A070A040,7a			A070 A40,7	40,678						Nord/ Ost	Rechts	10,603825809	49,974434743	273,085		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					4	196	205	1	0	0		28	TLS02				Clusterkanal 2. Querschnitt FR Nord/Ost					SBA A70 TSB	Weiss	Bayreuth	SS A070 A40,7	Cluster	A070A040,7b			A070 A40,7	40,678						Nord/ Ost	Rechts	10,603825809	49,974434743	273,085		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					4	129	205	1	0	1		28	TLS02		b	2	WZG in FR am rechten Stiel bzw. Bodentafel rechts der FR Nord/Ost					SBA A70 TSB	Weiss	Bayreuth	AQ 25 (Bodentafel)	Wechselzeichengeber	A070A040,7b			A070 A40,7	41,306	WVZ-A	#9#22#24#26#28#30#31#33#42#44#46#48#50#54#111#113		1		Nord/ Ost	Rechts	10,612131344	49,976231597	266,274		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					4	131	205	1	0	2		28	TLS02		b	2	erste Textzeile in FR am rechten Stiel bzw. Bodentafel rechts der FR Nord/Ost		"206=""Tunnelsperrung"""			SBA A70 TSB	Weiss	Bayreuth	AQ 25 (Bodentafel)	Wechselzeichengeber	A070A040,7b			A070 A40,7	41,306	WVZ-C 	#206		2		Nord/ Ost	Rechts	10,612131344	49,976231597	266,274		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					3	2	205	1	0	1		28	TLS02				Helligkeitssensor			61		SBA A70 TSB	Weiss	Bayreuth	SS A070 A40,7	Helligkeit	A070A040,7b			A070 A40,7	40,678						Nord/ Ost	Rechts	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					3	36	205	1	3	78		28	TLS02				Niederschlagsart NA			71		SBA A70 TSB	Weiss	Bayreuth	Niederschlagsart NA	Niederschlagsart	A070A040,7			A070 A40,7	40,678						Nord/ Ost	UEFS1	10,603814136	49,974442007	273,556		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					3	39	205	1	3	71		28	TLS02				FB-Zustand FBZ1			70		SBA A70 TSB	Weiss	Bayreuth	FB-Zustand FBZ1	Fahrbahnzustand	A070A040,7			A070 A40,7	40,678						Nord/ Ost	UEFS1	10,603814136	49,974442007	273,556		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					3	40	205	1	3	75		28	TLS02				Wasserfilmdicke WFD1			72		SBA A70 TSB	Weiss	Bayreuth	Wasserfilmdicke WFD1	Wasserfilmdicke	A070A040,7			A070 A40,7	40,678						Nord/ Ost	UEFS1	10,603814136	49,974442007	273,556		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					3	42	205	1	3	66		28	TLS02				Lufttemperatur LT			48		SBA A70 TSB	Weiss	Bayreuth	Lufttemperatur LT	Lufttemperatur	A070A040,7			A070 A40,7	40,678						Nord/ Ost	UEFS1	10,603814136	49,974442007	273,556		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					3	43	205	1	3	15		28	TLS02				Rel. Feuchte RLF			55		SBA A70 TSB	Weiss	Bayreuth	Rel. Feuchte RLF	Relative Luftfeuchte	A070A040,7			A070 A40,7	40,809						Nord/ Ost	Rechts	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					3	44	205	1	3	13		28	TLS02				Niederschlagsintensität Ni			53		SBA A70 TSB	Weiss	Bayreuth	Niederschlagsintensität Ni	Niederschlagsintensität	A070A040,7			A070 A40,7	40,809						Nord/ Ost	Rechts	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					6	1	205	1	0	1		28	TLS02				Tür zu / auf			48	0	SBA A70 TSB	Weiss	Bayreuth	SS A070 A40,7	Türkontakt	A070A040,7			A070 A40,7	40,809						Nord/ Ost	Rechts	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					6	2	205	1	0	2		28	TLS02				Netzspannung OK / NOK			51	0	SBA A70 TSB	Weiss	Bayreuth	SS A070 A40,7	Stromversorgung	A070A040,7			A070 A40,7	40,678						Nord/ Ost	Rechts	10,605594704	49,974747782	272,848		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	040,668		AQ 25 - SST 25	A 070 A 040,7	12419	33	30	83	21					6	3	205	1	0	3		28	TLS02				Heizung aus / ein			52	1	SBA A70 TSB	Weiss	Bayreuth	SS A070 A40,7	Heizung	A070A040,7			A070 A40,7	40,678						Nord/ Ost	Rechts	10,603825809	49,974434743	273,085		Schweinfurt		Bamberg		AS 11 Knetzgau	AS 12 Eltmann (B26)	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	042,030		AQ 30a - SST 30a	A 070 B 042,0	12419	47	30	83	2F					1	33	205	3	0	1		28	TLS02				HFS FR Süd/West	Überkopfdetektor				SBA A70 TSB	Weiss	Schweinfurt	Radar 33	Messschleife	A070B042,0			A070 B42,0	62,064						Süd/ West	HFS	10,622205491	49,978279511	260,524		Bamberg		Schweinfurt		AS 12 Eltmann (B26)	AS 11 Knetzgau	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	042,030		AQ 30a - SST 30a	A 070 B 042,0	12419	47	30	83	2F					1	34	205	3	0	2		28	TLS02				1. ÜFS FR Süd/West	Überkopfdetektor				SBA A70 TSB	Weiss	Schweinfurt	Radar 34	Messschleife	A070B042,0			A070 B42,0	62,064						Süd/ West	UEFS1	10,622205491	49,978279511	260,524		Bamberg		Schweinfurt		AS 12 Eltmann (B26)	AS 11 Knetzgau	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	042,030		AQ 30a - SST 30a	A 070 B 042,0	12419	47	30	83	2F					4	193	205	3	0	0		28	TLS02				Clusterkanal 1. Querschnitt FR Süd/West					SBA A70 TSB	Weiss	Schweinfurt	SS A070 B42,0	Cluster	A070B042,0			A070 B42,0	42,047						Süd/ West	Rechts	10,621947635	49,978307354	259,730		Bamberg		Schweinfurt		AS 12 Eltmann (B26)	AS 11 Knetzgau	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	042,030		AQ 30a - SST 30a	A 070 B 042,0	12419	47	30	83	2F					4	33	205	3	0	1		28	TLS02		b	2	WZG A für HFS der FR Süd/West					SBA A70 TSB	Weiss	Schweinfurt	AQ 30a	Wechselzeichengeber	A070B042,0			A070 B42,0	62,064	WVZ-A	#9#22#24#26#28#30#31#33#42#44#46#48#50#54#111#113		1		Süd/ West	HFS	10,622205491	49,978279511	260,524		Bamberg		Schweinfurt		AS 12 Eltmann (B26)	AS 11 Knetzgau	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	042,030		AQ 30a - SST 30a	A 070 B 042,0	12419	47	30	83	2F					4	34	205	3	0	2		28	TLS02		b	2	WZG A für 1. ÜFS der FR Süd/West					SBA A70 TSB	Weiss	Schweinfurt	AQ 30a	Wechselzeichengeber	A070B042,0			A070 B42,0	62,064	WVZ-A	#9#22#24#26#28#30#31#33#42#44#46#48#50#54#111#114		1		Süd/ West	UEFS1	10,622205491	49,978279511	260,524		Bamberg		Schweinfurt		AS 12 Eltmann (B26)	AS 11 Knetzgau	
																																						2011-10-12_KonfiglisteVermessungV2.3.0.H-ave.XLS	UZ Knetzgau	Aktiv	X	A 70	042,030		AQ 30a - SST 30a	A 070 B 042,0	12419	47	30	83	2F					4	97	205	3	0	3		28	TLS02		b	2	WZG B zwischen dem HFS und 1. ÜFS der FR Süd/West					SBA A70 TSB	Weiss	Schweinfurt	AQ 30a	Wechselzeichengeber	A070B042,0			A070 B42,0	62,064	WVZ-B	#1#4#8#9#10#12#31#32#39#51#52#53		1		Süd/ West	HFS-UEFS1	10,622205491	49,978279511	260,524		Bamberg		Schweinfurt		AS 12 Eltmann (B26)	AS 11 Knetzgau	
