NewId;OldId;DE;LOD;DIST;KontenNr
wzg.wzg_96_140129_lin_dlz1_gv_1.m.de;;1;37575;36;9619236
wzg.wzg99-020-sbg_c1_105.m.de;;105;38699;195;9907139
wzg.wzg99-630-stg_w4_5.m.de;AQ99-630-Stg_5;5;38746;20;9918996
wzg.wzg_99_30450_stg_a2_2.m.de;;2;38743;49;9918257
aq.aq_96_139729_lin.m.de;;0;37575;36;9619236
wzg.wzg9-789-mch_wta3_35.m.de;;35;35670;16;9131536
wzg.cluster_aq99-640-stg_pw1_196.m.de;;196;38745;195;9918915
wzg.wzg_96_143948_mch_b1_65.m.de;;65;37575;127;9619327
wzg.wzg99-150-sbg_b2_98.m.de;;98;38704;181;9908405
wzg.wzg_96_146145_lin_c1_105.m.de;;105;37575;178;9619378
wzg.wzg_9_508590_mch_b1_97.m.de;WZG_AQ_9_508590_Mch_97;97;3589;166;918950
aq.aq99-690-stg.m.de;;0;38745;100;9918820
wzg.wzg9-760-mch_w8_43.m.de;WWQ_9760_43;43;35669;66;9131330
wzg.aqq235_sbg_a2_2.m.de;;2;3160;242;809202
wzg.wzg_9_505750_mch_c3_107.m.de;WZG_AQ_9_505750_Mch_107;107;3589;28;918812
wzg.wzg9-130-nbg_w6_7.m.de;WWQ_9130_7;7;35279;146;9031570
wzg.wzg_99_5125_sbg_b2_138.m.de;;138;38735;225;9916385
wzg.wzgaq01-mch_c1_107.m.de;;107;36782;84;9416276
wzg.wzg_9_493840_nbg_dlz1_9.m.de;WZG_AQ_9_493840_Nbg_9;9;3547;203;908235
wzg.wzg9-730-mch_b1_97.m.de;WZG_AQ9_730_Mch_97;97;35669;7;9131271
wzg.aqq233_sbg_c1_134.m.de;;134;3160;205;809165
wzg.wzg99-820-stg_a1_1.m.de;;1;38740;90;9917530
wzg.wzg_b17_720_1220_aug_c1_73.m.de;;73;6705;177;1716657
wzg.wzg92-610-mch_p_c1_105.m.de;;105;36001;119;9216375
aq.aq92-710-mch.m.de;;0;36002;7;9216519
wzg.wzg_99_5620_lin_a1_161.m.de;;161;38696;244;9906420
wzg.wzg92-210-deg_b1_65.m.de;;65;35963;97;9206625
wzg.wzgwwq07-pas_wta3_228.m.de;WWQ94_007_Pas_228;228;36742;111;9406063
wzg.portal_a7_962_719_ulm_sr1_7.m.de;;7;2773;73;709961
wzg.wzgaq06-mch_dlzfs1_41.m.de;;41;36781;192;9416128
wzg.aqb26_mch_b1_97.m.de;;97;3191;253;817149
wzg.cluster_aq9-350-nbg_194.m.de;AQ_AQ9_350_Nbg_194;194;35277;100;9031012
wzg.wzg_96_171575_lin_pw5_37.m.de;;37;37577;255;9619967
wzg.wzg92-684-mch_w2_3.m.de;WWQ_92684_3;3;36000;48;9216048
wzg.wzgaq08-mch_rgr_161.m.de;;161;36781;161;9416097
wzg.wzg99-010-sbg_a1_33.m.de;;33;38699;50;9906994
aq.aq_96_143619_mch.m.de;;0;37575;120;9619320
aq.aq_b2n_006070_gap.m.de;;0;809;150;207254
wzg.cluster_aq_96_140345_mch_194.m.de;;194;37575;46;9619246
wzg.wzg99-720-stg_b3_67.m.de;;67;38744;97;9918561
wzg.wzg_9_503485_mch_c1_105.m.de;WZG_AQ_9_503485_Mch_105;105;3588;174;918702
wzg.aqq63_sbg_b2_66.m.de;;66;3153;115;807283
aq.aq_99_5430_sbg.m.de;;0;38735;242;9916402
wzg.cluster_aq_94_110284_pas_194.m.de;;194;36752;23;9408535
wzg.wzgaq10-mch_a1_34.m.de;;34;36781;110;9416046
wzg.aqb27_mch_b1_97.m.de;;97;3191;236;817132
wzg.cluster_aq_96_160972_lin_193.m.de;;193;37577;11;9619723
wzg.wzg_b2n_005952_mch_dlz2_10.m.de;;10;848;166;217254
wzg.wzg_99_18185_stg_w2_226.m.de;WWQ_99.X2_226;226;38739;165;9917349
wzg.wzgaq205-mch_rgr_161.m.de;;161;36781;233;9416169
wzg.wzg9-345-nbg_cl1_194.m.de;WWQ_9345;194;3541;246;906742
wzg.aqq45b_sbg_w3_3.m.de;;3;3153;25;807193
aq.aq99-560-stg.m.de;;0;38747;89;9919321
wzg.wzg_b17_800_0350_aug_b2_66.m.de;;66;6665;119;1706359
wzg.wzg_99_25381_stg_a3_3.m.de;;3;38702;168;9907880
aq.aqaq116-pas.m.de;;0;36742;227;9406179
wzg.wzg_99_26020_sbg_a5_37.m.de;;37;38741;229;9917925
wzg.wzg9-781a-mch_w2_3.m.de;WWQ_9.781a_3;3;3579;175;916399
aq.aqq221_mch_h.m.de;;0;3199;124;819068
wzg.wzgaq115c-pas_a2_2.m.de;;2;36742;204;9406156
wzg.wzg9-781b-mch_cl1_193.m.de;WWQ_9.781b;193;3579;152;916376
wzg.wzg99-056-sbg_w2_35.m.de;WWQ_99056_35;35;38701;24;9907480
aq.aq_99_10155_sbg.m.de;;0;38698;64;9906752
wzg.wta_99_5357_lin_wta1_37.m.de;;37;38696;230;9906406
wzg.wzg_8_8010_mch_wta3_3.m.de;;3;3149;127;806271
wzg.wzg_92_3720_mch_w4_229.m.de;WWQ_92372_229;229;36000;112;9216112
wzg.cluster_aq_99_25377_sbg_193.m.de;;193;38741;183;9917879
wzg.aqq79_sbg_c2_74.m.de;;74;3153;171;807339
wzg.cluster_aq_b2n_007788_gap_cluster_199.m.de;;199;809;172;207276
wzg.cluster_wwq_99_27350_stg_194.m.de;;194;38703;59;9908027
wzg.wwq_a7_943_520_fue_pw3_35.m.de;;35;2810;8;719368
wzg.wzg_r200_sued_000000_gap_a_rampe_163.m.de;;163;809;195;207299
wzg.wzg99-635-stg_w7_8.m.de;AQ99-635-Stg_8;8;38745;213;9918933
wzg.wzg_9_485750_mch_dlz1_41.m.de;WZG_AQ_9_485750_Mch_41;41;3585;83;917843
wzg.wzg_9_490336_mch_a1_33.m.de;WZG_AQ_9_490336_Mch_33;33;3586;44;918060
wzg.wzg_99_25381_stg_a4_4.m.de;;4;38702;168;9907880
wzg.wzg99520_stg_a1_1.m.de;;1;38749;135;9919879
wzg.wzg_b2n_005800_gap_wta1_97.m.de;;97;809;147;207251
wzg.wzg_b2n_006170_gap_dlz2_50.m.de;;50;809;150;207254
wzg.wzg_9_510320_mch_c3_107.m.de;WZG_AQ_9_510320_Mch_107;107;3589;251;919035
wzg.cluster_aq_99_3434_sbg_198.m.de;;198;38735;112;9916272
wzg.wzg_9_494840_nbg_c3_75.m.de;WZG_AQ_9_494840_Nbg_75;75;3547;252;908284
wzg.wzg_9_505300_nbg_c1_73.m.de;WZG_AQ_9_505300_Nbg_73;73;3549;249;908793
wzg.wzg_9_490310_nbg_dlz1_9.m.de;WZG_AQ_9_490310_Nbg_9;9;3547;32;908064
wzg.wzg_96_161150_lin_a2_34.m.de;;34;37577;15;9619727
wzg.aq_a7_960_920_ulm_b1_65.m.de;;65;2773;18;709906
wzg.cluster_aq92-590-mch_195.m.de;;195;36001;165;9216421
wzg.wzg_9_503930_nbg_dlz1_9.m.de;WZG_AQ_9_503930_Nbg_9;9;3549;182;908726
aq.aqq79_sbg_h.m.de;;0;3153;171;807339
wzg.wzg99-030-sbg_a1_33.m.de;;33;38700;60;9907260
wzg.wzg9-135-nbg_p_a2_2.m.de;WZG_AQ9_135_Nbg_P_2;2;35279;126;9031550
wzg.aqq281_sbg_a1_129.m.de;;129;3163;153;809881
wzg.wzg_8_12300_mch_wta6_7.m.de;;7;3150;15;806415
wzg.aqq245_mch_c1_105.m.de;;105;3161;157;809373
wzg.wzg_99_25377_sbg_a3_35.m.de;;35;38741;183;9917879
wzg.wzg9-140-nbg_bl1_1.m.de;WWQ_9140_1;1;35279;203;9031627
aq.aq9-280-nbg.m.de;;0;35277;238;9031150
wzg.wzg_99_30830_sbg_a4_36.m.de;;36;38704;59;9908283
wzg.wzg_99_3493_lin_b1_163.m.de;;163;38696;96;9906272
wzg.cluster_aq_99_10566_sbg_196.m.de;;196;38698;110;9906798
wzg.wzg_9_510050_mch_wvlt1_163.m.de;WZG_AQ_9_510050_Mch_163;163;3589;233;919017
wzg.wzg9-260-nbg_c2_74.m.de;WZG_AQ9_260_Nbg_74;74;35278;56;9031224
wzg.cluster_hs_94_ampf_0173_em_193.m.de;;193;36790;255;9418495
wzg.wzg99-045-sbg_c1_105.m.de;;105;38700;147;9907347
aq.aqwwq05-mch.m.de;;0;36781;156;9416092
wzg.cluster_aq9-120-nbg-r_194.m.de;AQ_AQ9_120_Nbg_l_194;194;35279;165;9031589
wzg.wzg9-308-nbg_bl1_12.m.de;WWQ_9308_12;12;3541;180;906676
wzg.wzg99-152-sbg_w6_40.m.de;AQ99-152-Sbg_40;40;38704;198;9908422
wzg.wzg_9_492226_mch_a4_36.m.de;WZG_AQ_9_492226_Mch_36;36;3586;138;918154
wzg.cluster_aq92-020-deg_194.m.de;;194;35960;254;9206014
aq.aq_b17_720_1220_aug.m.de;;0;6705;177;1716657
wzg.aq_b310_9_843_ulm_b310_bl1_25.m.de;;25;2773;4;709892
wzg.cluster_aq_99_10010_sbg_193.m.de;;193;38698;64;9906752
aq.aq_99_1625_sbg.m.de;;0;38734;215;9916119
wzg.wzg9-166-nbg_a2_4.m.de;WZG_AQ9_166_Nbg_4;4;35279;46;9031470
wzg.cluster_aq_9_503930_nbg_194.m.de;AQ_AQ_9_503930_Nbg_194;194;3549;182;908726
wzg.wzg_9_481060_mch_b2_98.m.de;WZG_AQ_9_481060_Mch_98;98;3584;106;917610
wzg.wzg99-635-stg_bl1_1.m.de;AQ99-635-Stg_1;1;38745;213;9918933
aq.aq_96_154253_lin.m.de;;0;37576;102;9619558
wzg.aq_a7_962_044_fue_a1_161.m.de;;161;2812;61;719933
aq.aq_b2n_006903_mch.m.de;;0;848;180;217268
wzg.aqb26_mch_dlzfs1_56.m.de;;56;3191;253;817149
wzg.lsa_99_11441_stg_lsa2_162.m.de;;162;38737;126;9916798
wzg.wzgaq198a-mch_w2_2.m.de;;2;36782;38;9416230
wzg.cluster_aq99-056-sbg_193.m.de;WWQ_99056;193;38701;24;9907480
aq.aq9-160-nbg.m.de;;0;35279;103;9031527
wzg.wzg99-030-sbg_c2_106.m.de;;106;38700;60;9907260
wzg.wzg92-150-deg_c2_74.m.de;;74;35962;179;9206451
wzg.wzg_99_18390_stg_beiuew_232.m.de;;232;38739;180;9917364
aq.aq_99_9600_lin.m.de;;0;38737;39;9916711
wzg.wzg_9_485750_mch_c2_106.m.de;WZG_AQ_9_485750_Mch_106;106;3585;83;917843
wzg.aq_96_169925_mch_b2_66.m.de;;66;37538;200;9609928
wzg.wzg92-215-deg_bl1_3.m.de;;3;35963;76;9206604
wzg.wzg99-730-stg_a1_1.m.de;;1;38744;16;9918480
aq.aq_8_11300_stg.m.de;;0;3145;88;805208
wzg.wzg_b2n_008364_gap_b1_gv_137.m.de;;137;809;181;207285
wzg.wzg99-264-sbg_w2_35.m.de;;35;38707;58;9909050
wzg.wzg_b2n_008364_gap_a1_167.m.de;;167;809;181;207285
aq.wwq_st2068_fr-s1.m.de;;0;37562;133;9616005
wzg.wzg99-072-stg_w6_39.m.de;WWQ_99072_39;39;38701;222;9907678
wzg.wzg_96_153558_lin_dlz4_35.m.de;;35;37576;95;9619551
wzg.wzg_95_2434_mch_pw5_5.m.de;;5;37133;50;9506098
wzg.wzg92-090-deg_a2_2.m.de;;2;35962;57;9206329
wzg.wzg_96_160770_lin_a1_33.m.de;;33;37577;6;9619718
wzg.wzg_b17_780_0820_lbg_b1_97.m.de;;97;6665;152;1706392
wzg.wzg_96_139135_mch_a1_1.m.de;;1;37575;16;9619216
wzg.cluster_aq_b2n_007958_gap_cluster_193.m.de;;193;809;181;207285
wzg.cluster_aq_96_143948_mch_194.m.de;;194;37575;127;9619327
wzg.wzg_b2n_006425_mch_dlz2_10.m.de;;10;848;173;217261
wzg.wzg92-640-mch_c1_105.m.de;;105;36000;199;9216199
wzg.wzg99-720-stg_a3_3.m.de;;3;38744;97;9918561
aq.aq_a7_963_000_ulm.m.de;;0;2773;74;709962
wzg.wzg92-586-mch_bl1_33.m.de;WWQ_92586_33;33;36001;181;9216437
wzg.wzg_r120_000026_gap_lsa_l_164.m.de;;164;809;62;207166
wzg.wzg_99_30450_stg_b2_66.m.de;;66;38743;49;9918257
wzg.wzg_99_10220_sbg_a1_33.m.de;;33;38698;69;9906757
wzg.wzg_9_483200_nbg_a1_1.m.de;WZG_AQ_9_483200_Nbg_1;1;3545;198;907718
wzg.wzg9-610-mch_p_a2_34.m.de;WZG_AQ9_610_Mch_P_34;34;35667;224;9130976
wzg.wzg_b17_800_0350_lbg_c2_106.m.de;;106;6665;119;1706359
wzg.wzg_9_483200_nbg_c3_75.m.de;WZG_AQ_9_483200_Nbg_75;75;3545;198;907718
aq.aq99-264-sbg.m.de;;0;38707;58;9909050
wzg.wzg_9_500350_mch_wvlt1_163.m.de;WZG_AQ_9_500350_Mch_163;163;3588;23;918551
wzg.cluster_aq9-690-mch_193.m.de;AQ_AQ9_690_Mch_193;193;35668;174;9131182
wzg.wzg99-260-sbg_a1_33.m.de;;33;38707;6;9908998
wzg.wzg92-150-deg_a3_3.m.de;;3;35962;179;9206451
wzg.wzg_99_32050_stg_a3_3.m.de;;3;38704;152;9908376
wzg.wwq_a7_960_707_ulm_pw4_4.m.de;;4;2773;18;709906
wzg.wzg_b471_25165_dah_w2_227.m.de;;227;40902;113;10471025
wzg.cluster_aqq33_sbg_pw_197.m.de;;197;3152;212;807124
wzg.wzg_96_160770_lin_a3_35.m.de;;35;37577;6;9619718
wzg.wzg_92_akneuf_1454_um_w3_36.m.de;WWQ_92_AK_Neuf_1454_UM_36;36;36001;147;9216403
wzg.wzg99-9-b10-stg_a2_2.m.de;;2;38741;146;9917842
aq.aq_9_pfaf_0070_em.m.de;;0;3586;72;918088
aq.aq9-723-mch.m.de;;0;35668;231;9131239
wzg.cluster_aq_99_14110_stg_193.m.de;;193;38738;119;9917047
wzg.aqq35_sbg_b1_70.m.de;;70;3152;231;807143
wzg.wzg_8_8010_mch_wta1_1.m.de;;1;3149;127;806271
wzg.cluster_aq9-360-nbg_194.m.de;AQ_AQ9_360_Nbg_194;194;35277;63;9030975
wzg.wzg_r200_sued_000000_gap_lsa1_161.m.de;;161;809;195;207299
aq.aqq253_mch_h.m.de;;0;3162;5;809477
wzg.wzg8-110-mch_w4_37.m.de;AQ8O_110_Mch_37;37;3149;234;806378
wzg.wzg_9_477875_mch_b2_98.m.de;WZG_AQ_9_477875_Mch_98;98;3583;207;917455
wzg.aq_94_110384_pas_bl1_89.m.de;;89;36752;26;9408538
wzg.wzg_96_140495_lin_c1_105.m.de;;105;37575;49;9619249
wzg.aqq45c_sbg_w3_3.m.de;;3;3153;29;807197
wzg.wzg9-781d-mch_w1_1.m.de;WWQ_9.781d_1;1;3579;116;916340
wzg.wzgaq117-pas_b2_66.m.de;;66;36742;248;9406200
wzg.cluster_aq_96_as33_gil_065_193.m.de;;193;37562;133;9616005
aq.aq92-490-mch.m.de;;0;36002;223;9216735
wzg.wzg92-130-deg_p_a1_1.m.de;;1;35962;145;9206417
wzg.wzg_95_1990_mch_led2_73.m.de;;73;37133;32;9506080
aq.aq99-590-stg.m.de;;0;38746;105;9919081
wzg.wzg_96_161485_mch_pw11_11.m.de;;11;37524;225;9606369
wzg.wwq_a7_959_514_fue_pw4_36.m.de;;36;2811;245;719861
wzg.wzg_99_ak8_530_be_c1_166.m.de;;166;38697;57;9906489
wzg.wzg_b2n_007765_mch_lsa_r_169.m.de;;169;848;197;217285
wzg.wzg_b2n_006713_mch_lsa_r_169.m.de;;169;848;180;217268
aq.aqaq202c-mch.m.de;;0;36782;37;9416229
wzg.wzg_9_486950_mch_b3_99.m.de;WZG_AQ_9_486950_Mch_99;99;3585;137;917897
wzg.wzg_99_30830_sbg_b4_100.m.de;;100;38704;59;9908283
aq.wwq_9_510820_mch.m.de;;0;3590;20;919060
wzg.wzg_b471_25165_dah_w3_228.m.de;;228;40902;113;10471025
wzg.wzg_99_18185_stg_beiuew_232.m.de;;232;38739;165;9917349
wzg.cluster_aqb23_mch_h_193.m.de;;193;3192;39;817191
wzg.wzg_99a_100750_stg_c1_73.m.de;;73;38709;112;9909616
aq.aq99-258-sbg_pw.m.de;;0;38706;204;9908940
wzg.wzg_9_492226_mch_b1_97.m.de;WZG_AQ_9_492226_Mch_97;97;3586;138;918154
wzg.wzgfsa07-pas_dlzfs3_11.m.de;;11;36742;138;9406090
wzg.wzg_b17_800_0350_aug_a1_1.m.de;;1;6665;119;1706359
wzg.wzg_b2n_006170_gap_dlz1_gv_17.m.de;;17;809;150;207254
wzg.aqb27_mch_b2_98.m.de;;98;3191;236;817132
wzg.wzg92-410-mch_w2_34.m.de;;34;36003;245;9217013
wzg.aqb21_mch_a3_35.m.de;;35;3192;65;817217
aq.aq_b2n_007115_mch.m.de;;0;848;180;217268
aq.aq_9_506950_nbg.m.de;;0;3550;73;908873
wzg.wzg_99_3312_lin_dlz3_41.m.de;;41;38696;96;9906272
wzg.aqb23_mch_c2_106.m.de;;106;3192;39;817191
wzg.aqq237_sbg_b1_65.m.de;;65;3161;37;809253
wzg.cluster_aq9-650-mch_193.m.de;AQ_AQ9_650_Mch_193;193;35668;62;9131070
wzg.wwq_a7_960_085_fue_pw4_36.m.de;;36;2812;6;719878
wzg.cluster_aqb11_mch_h_193.m.de;;193;3192;207;817359
wzg.aqb26a_mch_pw1_161.m.de;;161;3191;250;817146
wzg.wzg_99_32050_stg_a5_5.m.de;;5;38704;152;9908376
wzg.wzg_9_493593_mch_c2_106.m.de;WZG_AQ_9_493593_Mch_106;106;3586;206;918222
aq.wwq_a7_961_121_ulm.m.de;;0;2773;24;709912
aq.aqq221_sbg_h.m.de;;0;3199;124;819068
wzg.wzg_99_4052_lin_b2_164.m.de;;164;38696;128;9906304
wzg.wzg_96_161787_mch_pw3_3.m.de;;3;37524;215;9606359
wzg.wzg92-580-mch_a2_34.m.de;;34;36001;211;9216467
wzg.wzg_8_8700_stg_c2_106.m.de;;106;3145;40;805160
wzg.wzg_96_145860_lin_a1_33.m.de;;33;37575;172;9619372
wzg.wzgaq12-pas_b2_66.m.de;;66;36742;105;9406057
wzg.cluster_aq92-580-mch_193.m.de;;193;36001;211;9216467
wzg.aqb20_mch_b1_97.m.de;;97;3192;76;817228
wzg.aq_96_170635_mch_b2_66.m.de;;66;37538;216;9609944
wzg.wzg_99_27350_stg_pw1_136.m.de;;136;38703;59;9908027
wzg.aqq261_mch_a1_33.m.de;;33;3162;202;809674
wzg.wzg9-610-mch_c2_107.m.de;WZG_AQ9_610_Mch_107;107;35667;224;9130976
wzg.wzg_b2n_007172_gap_lsa_l_172.m.de;;172;809;163;207267
wzg.wzgaq188-mch_w8_8.m.de;WWQ94_188_Mch_8;8;36782;79;9416271
wzg.wzg_96_140129_mch_dlz1_gv_49.m.de;;49;37575;35;9619235
wzg.wzg_99_32050_stg_a4_4.m.de;;4;38704;152;9908376
wzg.cluster_aq_b2n_008848_mch_cluster_194.m.de;;194;848;208;217296
wzg.wzg_9_511900_nbg_a5_5.m.de;WZG_AQ_9_511900_Nbg_5;5;3551;58;909114
aq.aqaq115b-pas.m.de;;0;36742;188;9406140
wzg.wzg99-290-sbg_c2_106.m.de;;106;38708;96;9909344
wzg.wzg_b471_24958_dah_w5_230.m.de;;230;40902;112;10471024
wzg.wzg92-584-mch_w5_38.m.de;WWQ_92584_38;38;36001;188;9216444
wzg.wzg99-580-stg_a1_1.m.de;;1;38746;230;9919206
wzg.wzg_9_508590_mch_a2_34.m.de;WZG_AQ_9_508590_Mch_34;34;3589;166;918950
wzg.wzgwwq03-mch_wta4_229.m.de;WWQ94_003_Mch_229;229;36781;187;9416123
wzg.wzg92-250-mch_c1_73.m.de;;73;36002;158;9216670
wzg.wzg99-640-stg_w2_7.m.de;;7;38745;195;9918915
aq.aq_9_483145_mch.m.de;;0;3584;208;917712
wzg.wzgaq10-mch_rgl_162.m.de;;162;36781;110;9416046
wzg.aq_a7_960_770_fue_b2_164.m.de;;164;2812;28;719900
wzg.wzg9-740-mch_w4_39.m.de;WWQ_9740_39;39;35669;28;9131292
wzg.cluster_aq9-695-mch_193.m.de;AQ_AQ9_695_Mch_193;193;35668;178;9131186
aq.aq_b471_24741_dah.m.de;;0;40902;111;10471023
wzg.wta_96_145758_lin_wta1_7.m.de;;7;37575;168;9619368
aq.wwq_st2068_fr-w.m.de;;0;37562;133;9616005
wzg.cluster_aq_96_153558_lin_196.m.de;;196;37576;95;9619551
wzg.cluster_aq_b2n_009120_mch_cluster_194.m.de;;194;848;212;217300
aq.aq9-805-mch.m.de;;0;3578;202;916170
wzg.wzg_9_487755_nbg_dlz1_9.m.de;WZG_AQ_9_487755_Nbg_9;9;3546;163;907939
wzg.wzg99-590-stg_c3_75.m.de;;75;38746;105;9919081
wzg.wzg9-710-mch_w11_44.m.de;WWQ_9710_44;44;35668;212;9131220
wzg.aqq87_sbg_c1_73.m.de;;73;3153;198;807366
wzg.wzg_99_30450_stg_a1_1.m.de;;1;38743;49;9918257
wzg.hs_99_3129_sbg_hs2_6.m.de;;6;38735;55;9916215
wzg.wzg_9_490336_mch_c3_107.m.de;WZG_AQ_9_490336_Mch_107;107;3586;44;918060
wzg.cluster_aq9-793-mch_193.m.de;;193;35669;202;9131466
wzg.wzg99-640-stg_b2_66.m.de;;66;38745;195;9918915
wzg.wzg_9_483145_mch_a2_34.m.de;WZG_AQ_9_483145_Mch_34;34;3584;208;917712
wzg.cluster_aq92-290-deg_194.m.de;;194;35963;224;9206752
wzg.wzg_9_490310_nbg_b2_66.m.de;WZG_AQ_9_490310_Nbg_66;66;3547;32;908064
wzg.wzg_96_154250_lin_dlz1_gv_1.m.de;;1;37576;102;9619558
wzg.wzg99520_stg_b2_66.m.de;;66;38749;135;9919879
wzg.wzg_99_29277_sbg_wta1_35.m.de;WWQ99_29277_Sbg_35;35;38703;198;9908166
wzg.cluster_aq_96_155060_lin_193.m.de;;193;37576;130;9619586
wzg.wzg99-810-stg_a3_3.m.de;;3;38741;20;9917716
aq.aqaq10b-mch.m.de;;0;36742;71;9406023
wzg.aqq91_sbg_c1_73.m.de;;73;3153;216;807384
aq.aq_a7_955_110_fue.m.de;;0;2811;109;719725
wzg.wzg92-588-mch_w6_39.m.de;WWQ_92588_39;39;36001;173;9216429
wzg.wzg9-781a-mch_wta1_2.m.de;WWQ_9.781a_2;2;3579;175;916399
wzg.wzg9-670-mch_c3_107.m.de;WZG_AQ9_670_Mch_107;107;35668;116;9131124
wzg.cluster_aq92-180-deg_194.m.de;;194;35963;73;9206601
wzg.aqq48_sbg_a3_2.m.de;;2;3153;36;807204
wzg.wzg92-130-deg_p_a2_2.m.de;;2;35962;145;9206417
wzg.wzg_96_159021_lin_dlz4_gv_145.m.de;;145;37576;221;9619677
wzg.wzg_b2n_007965_mch_dlz1_9.m.de;;9;848;197;217285
wzg.wzg99-200-sbg_w9_41.m.de;AQ99-200-Sbg_41;41;38705;151;9908631
aq.aq_b17_800_0350_lbg_l.m.de;;0;6665;119;1706359
wzg.wzg_b2n_007511_mch_lsa1_131.m.de;;131;848;188;217276
wzg.wzg_96_160362_lin_lsa3_42.m.de;;42;37576;252;9619708
wzg.aqb28a_mch_dlz1_33.m.de;;33;3191;209;817105
wzg.wzg_99_29220_stg_c4_76.m.de;;76;38742;221;9918173
wzg.wzgaq188-mch_cl1_194.m.de;WWQ94_188_Mch;194;36782;79;9416271
wzg.wzg_96_155060_lin_z131_z501_b_r_161.m.de;;161;37576;130;9619586
wzg.wzg_96_153558_lin_dlz1_177.m.de;;177;37576;95;9619551
wzg.wzg_96_155060_lin_z131_z501_bl_r_165.m.de;;165;37576;130;9619586
wzg.wzg99-028-sbg_bl1_33.m.de;WWQ_99028_33;33;38700;37;9907237
wzg.hs_b2n_005800_gap_hs1_161.m.de;;161;809;147;207251
wzg.wzg_9_511090_nbg_a1_1.m.de;WZG_AQ_9_511090_Nbg_1;1;3551;19;909075
aq.aq99-716-stg.m.de;;0;38744;181;9918645
wzg.wzg92-220-deg_w2_2.m.de;;2;35963;114;9206642
wzg.wzg_b2n_007379_mch_dlz2_18.m.de;;18;848;188;217276
wzg.aqb19_mch_b2_98.m.de;;98;3192;93;817245
wzg.cluster_aqb25_mch_h_193.m.de;;193;3192;8;817160
wzg.cluster_aq_9_484325_mch_193.m.de;AQ_AQ_9_484325_Mch_193;193;3585;9;917769
aq.aqq235_mch_h.m.de;;0;3160;242;809202
wzg.wzgaq202d-mch_a1_34.m.de;;34;36791;253;9418749
wzg.wzg99-072-stg_w12_45.m.de;WWQ_99072_45;45;38701;222;9907678
wzg.aqq63_sbg_c2_74.m.de;;74;3153;115;807283
aq.aq_9_491895_nbg.m.de;;0;3547;109;908141
aq.aq9-140-nbg.m.de;;0;35279;203;9031627
wzg.wzg_b2n_008905_gap_dlz1_gv_1.m.de;;1;809;192;207296
wzg.aqb30_mch_b1_97.m.de;;97;3191;184;817080
wzg.wzg_9_491125_nbg_w1_225.m.de;;225;3547;76;908108
aq.aq_96_145861_mch.m.de;;0;37575;172;9619372
wzg.cluster_aq99-055-sbg_193.m.de;;193;38701;18;9907474
wzg.wzg99-290-sbg_a1_33.m.de;;33;38708;96;9909344
wzg.aqq51_sbg_c2_74.m.de;;74;3153;55;807223
wzg.wzg_b2n_007650_mch_dlz2_2.m.de;;2;848;188;217276
aq.aq_96_144149_mch.m.de;;0;37575;133;9619333
wzg.cluster_aq_9_pfaf_0070_em_197.m.de;;197;3586;72;918088
aq.aq9-260-nbg.m.de;;0;35278;56;9031224
aq.aq_a7_957_773_ulm.m.de;;0;2772;178;709810
wzg.wzg_9_490695_mch_w2_227.m.de;;227;3586;72;918088
wzg.wzg_b2n_006459_mch_led2_gv_161.m.de;;161;848;173;217261
wzg.wzgaqaq203-mch_c1_131.m.de;;131;36782;19;9416211
wzg.cluster_aqb29a_mch_h_193.m.de;;193;3191;193;817089
wzg.wzgaqrg203-mch_b3_99.m.de;;99;36782;19;9416211
wzg.wzg99-590-stg_a4_5.m.de;;5;38746;105;9919081
wzg.wzg_99_6505_sbg_a2_2.m.de;;2;38736;66;9916482
wzg.wzg99-630-stg_w3_4.m.de;AQ99-630-Stg_4;4;38746;20;9918996
wzg.aq_a7_961_045_fue_b1_98.m.de;;98;2812;28;719900
wzg.wzg99-300-sbg_c1_105.m.de;;105;38708;216;9909464
aq.aq99-587-stg.m.de;;0;38746;175;9919151
aq.aq_99_11440_stg.m.de;;0;38737;188;9916860
aq.aq_99_3493_lin.m.de;;0;38696;96;9906272
wzg.aq_a7_960_920_ulm_c1_73.m.de;;73;2773;18;709906
wzg.wzg9-860-mch_w2_35.m.de;;35;35670;217;9131737
aq.aq_96_148502_lin.m.de;;0;37575;214;9619414
wzg.wzg_99_32050_stg_b1_65.m.de;;65;38704;152;9908376
wzg.wzgzfr03-pas_w2_2.m.de;;2;36742;189;9406141
wzg.wzg99-079a-sbg_b1_163.m.de;;163;38702;55;9907767
aq.aq_99_as7_000_dc.m.de;;0;38696;244;9906420
wzg.wzg99-550-stg_b1_65.m.de;;65;38747;176;9919408
wzg.wzg_9_481060_mch_a3_35.m.de;WZG_AQ_9_481060_Mch_35;35;3584;106;917610
wzg.wzg_b2n_008880_gap_b1_gv_131.m.de;;131;809;192;207296
wzg.wzg_99_12270_stg_b2_66.m.de;;66;38737;237;9916909
wzg.wzg_9_483200_nbg_a2_2.m.de;WZG_AQ_9_483200_Nbg_2;2;3545;198;907718
wzg.cluster_aqwwq13-pas_194.m.de;WWQ94_013_Pas;194;36742;181;9406133
wzg.wzg99-003-sbg_cl1_194.m.de;;194;38737;215;9916887
wzg.wzg_99_9600_lin_c1_73.m.de;;73;38737;39;9916711
