NewId;OldId;DE;LOD;DIST;KontenNr
wzg.aqq275_mch_b1_97.m.de;;97;3163;120;809848
wzg.wzg99-840-stg_b2_66.m.de;;66;38739;146;9917330
wzg.wzg_9_498030_mch_a2_34.m.de;WZG_AQ_9_498030_Mch_34;34;3587;164;918436
wzg.wzg92-530-mch_c2_106.m.de;;106;36002;123;9216635
aq.aq_99_3434_sbg.m.de;;0;38735;112;9916272
wzg.wzg99-210-sbg_a1_33.m.de;;33;38705;187;9908667
wzg.wzgaq205-mch_a1_33.m.de;;33;36781;233;9416169
wzg.wzg_9_484470_nbg_dlz1_9.m.de;WZG_AQ_9_484470_Nbg_9;9;3546;3;907779
wzg.wzg_b2n_006045_gap_dlz3_43.m.de;;43;809;150;207254
wzg.wzg92-640-mch_a2_34.m.de;;34;36000;199;9216199
wzg.wzgaq115a-pas_a2_3.m.de;;3;36742;188;9406140
wzg.wzg_96_140645_lin_b1_97.m.de;;97;37575;53;9619253
wzg.aq_a7_957_128_ulm_dlz1_1.m.de;;1;2772;158;709790
wzg.aqq45b_sbg_w2_2.m.de;;2;3153;25;807193
wzg.wzg_96_161787_mch_sgmcl_194.m.de;;194;37524;215;9606359
wzg.wzg_99_30830_sbg_a2_34.m.de;;34;38704;59;9908283
aq.aq_b2n_009400_mch.m.de;;0;848;216;217304
wzg.cluster_aqaq13-pas_194.m.de;;194;36742;125;9406077
aq.aqaq13-pas.m.de;;0;36742;125;9406077
wzg.wzg9-328-nbg_w10_10.m.de;WWQ_9328_10;10;3541;221;906717
wzg.wzg_b2n_006763_mch_b1_gv_167.m.de;;167;848;180;217268
wzg.wzg_96_160146_lin_lsa2_164.m.de;;164;37576;246;9619702
aq.wwq_9_500693_nbg.m.de;;0;3549;24;908568
wzg.wzg_99_10991_sbg_dlz1_17.m.de;;17;38698;110;9906798
wzg.wzg99-072-stg_w10_43.m.de;WWQ_99072_43;43;38701;222;9907678
wzg.wzg9-760-mch_w7_42.m.de;WWQ_9760_42;42;35669;66;9131330
aq.aq99520_stg_h.m.de;;0;38749;135;9919879
wzg.cluster_aq_9_489247_nbg_194.m.de;AQ_AQ_9_489247_Nbg_194;194;3546;236;908012
wzg.wzg_9_490904_nbg_dlz1_1.m.de;WZG_AQ_9_490904_Nbg_1;1;3547;59;908091
wzg.aqq35_sbg_a2_1.m.de;;1;3152;231;807143
aq.aq9-328-nbg.m.de;;0;3541;221;906717
wzg.wzg_96_140645_lin_z131_l_162.m.de;;162;37575;53;9619253
wzg.cluster_aqb28a_mch_h_193.m.de;;193;3191;209;817105
wzg.wzg_9_490336_mch_a4_36.m.de;WZG_AQ_9_490336_Mch_36;36;3586;44;918060
wzg.wzg9-120-nbg-r_a1_129.m.de;WZG_AQ9_120_Nbg_r_129;129;35279;165;9031589
wzg.wzg_96_146145_lin_a2_34.m.de;;34;37575;178;9619378
aq.aq_96_169925_mch.m.de;;0;37538;200;9609928
wzg.wzg99-072-stg_w4_37.m.de;WWQ_99072_37;37;38701;222;9907678
wzg.wzg92-590-mch_a1_35.m.de;;35;36001;165;9216421
wzg.wzg_9_498180_nbg_c2_74.m.de;WZG_AQ_9_498180_Nbg_74;74;3548;159;908447
wzg.wzg99-070-sbg_b3_99.m.de;;99;38701;203;9907659
wzg.wzg_9_498180_nbg_c3_75.m.de;WZG_AQ_9_498180_Nbg_75;75;3548;159;908447
wzg.wzg_9_akneuf_0638_hl_b1_165.m.de;;165;35667;208;9130960
wzg.wzg99-030-sbg_b1_97.m.de;;97;38700;60;9907260
wzg.wzg9-783-mch_c1_166.m.de;WZG_AQ9_783_Mch_166;166;35669;222;9131486
wzg.cluster_aq_8_3050_stg_193.m.de;;193;3144;192;805056
wzg.wzg99-235-sbg_c3_107.m.de;;107;38706;33;9908769
wzg.cluster_aq99500_stg_h_194.m.de;;194;38749;249;9919993
wzg.wzg99-685-stg_w1_2.m.de;AQ99-685-Stg_2;2;38745;99;9918819
wzg.aq_a7_956_909_fue_b1_97.m.de;;97;2811;159;719775
wzg.wzg9-723-mch_c1_171.m.de;WZG_AQ9_723_Mch_171;171;35668;231;9131239
wzg.cluster_aq9-125-nbg_194.m.de;WWQ_9125;194;35279;158;9031582
wzg.wzg92-150-deg_b1_65.m.de;;65;35962;179;9206451
wzg.wzg_b2n_008648_gap_dlz2_gv_10.m.de;;10;809;189;207293
wzg.wzgfsa08-pas_dlzfs3_11.m.de;;11;36742;145;9406097
aq.aq99-268-sbg_pw.m.de;;0;38707;79;9909071
wzg.wzg9-789-mch_bl1_36.m.de;;36;35670;16;9131536
wzg.wzg_9_akneuf_1760_um_a1_33.m.de;;33;35667;190;9130942
wzg.wzg_99_26545_stg_pw4_134.m.de;;134;38702;255;9907967
wzg.wzg_9_510820_mch_w7_231.m.de;WWQ_9584_231;231;3590;20;919060
wzg.wzg_99_29595_sbg_c1_105.m.de;;105;38703;223;9908191
wzg.wzg_9_479450_mch_a1_33.m.de;WZG_AQ_9_479450_Mch_33;33;3584;28;917532
wzg.dlz_96_139409_lin_dlz1_gv_1.m.de;;1;37575;23;9619223
wzg.wzg_96_169700_mch_pw2_2.m.de;;2;37538;195;9609923
wzg.wzg_9_488800_mch_a4_36.m.de;WZG_AQ_9_488800_Mch_36;36;3585;227;917987
wzg.wzg99-170-sbg_c3_107.m.de;;107;38705;8;9908488
wzg.wzg_b2n_009400_mch_a1_1.m.de;;1;848;216;217304
wzg.wzg99-632-stg_dlz1_1.m.de;;1;38745;246;9918966
wzg.wzg_b2n_007765_mch_lsa_l_170.m.de;;170;848;197;217285
wzg.wzgaq06-mch_b1_97.m.de;;97;36781;192;9416128
wzg.wzg_96_160146_lin_lsa1_163.m.de;;163;37576;246;9619702
aq.aq_a7_956_719_fue.m.de;;0;2811;159;719775
wzg.wzg_96_141404_lin_bas_1_r_161.m.de;;161;37575;58;9619258
aq.aqq31_sbg_h.m.de;;0;3152;195;807107
aq.aq_96_146600_lin.m.de;;0;37575;187;9619387
wzg.cluster_aq_99a_103808_mch_193.m.de;;193;38748;229;9919717
wzg.aqb21_mch_a2_34.m.de;;34;3192;65;817217
wzg.dlz_99_3252_sbg_dlz2_3.m.de;;3;38735;112;9916272
wzg.wzg_b2_askre_1556_bc_pw1_1.m.de;;1;37172;31;9516063
wzg.aqq63_sbg_a2_2.m.de;;2;3153;115;807283
wzg.wzg9-730-mch_c2_106.m.de;WZG_AQ9_730_Mch_106;106;35669;7;9131271
wzg.wzg_96_153558_lin_dlz4_gv_145.m.de;;145;37576;95;9619551
wzg.aq_a7_955_110_fue_b1_97.m.de;;97;2811;109;719725
wzg.wzg_96_155060_lin_a3_35.m.de;;35;37576;130;9619586
wzg.wzg_9_503930_nbg_a3_3.m.de;WZG_AQ_9_503930_Nbg_3;3;3549;182;908726
wzg.wzg9-700-mch_w5_38.m.de;WWQ_9700_38;38;35668;192;9131200
wzg.wzg_9_505300_nbg_b1_65.m.de;WZG_AQ_9_505300_Nbg_65;65;3549;249;908793
wzg.wzg99-550-stg_a3_3.m.de;;3;38747;176;9919408
wzg.dlz_96_140345_mch_dlz1_1.m.de;;1;37575;46;9619246
aq.aq_99a_103808_mch.m.de;;0;38748;229;9919717
wzg.portal_a7_957_039_fue_lsa1_33.m.de;;33;2772;156;709788
aq.wwq_99_asash_0530_am.m.de;;0;38703;239;9908207
wzg.wzg9-240-nbg_c1_73.m.de;WZG_AQ9_240_Nbg_73;73;35278;119;9031287
aq.aq_b2n_007650_mch.m.de;;0;848;188;217276
wzg.cluster_aq99-258-sbg_dlz_193.m.de;;193;38706;204;9908940
wzg.wzg_96_155360_lin_a1_33.m.de;;33;37576;137;9619593
wzg.aqq239_sbg_a1_1.m.de;;1;3161;85;809301
wzg.wzg99-070-sbg_c1_105.m.de;;105;38701;203;9907659
wzg.wzg9-135-nbg_c2_75.m.de;WZG_AQ9_135_Nbg_75;75;35279;126;9031550
wzg.cluster_aq9-210-nbg_194.m.de;AQ_AQ9_210_Nbg_194;194;35278;174;9031342
wzg.wzg_9_510820_mch_w11_235.m.de;WWQ_9584_235;235;3590;20;919060
wzg.wzg_99_28850_sbg-sbg_w2_34.m.de;WWQ99_28850_Sbg_34;34;38703;167;9908135
wzg.wzg_96_159560_lin_a1_161.m.de;;161;37576;234;9619690
wzg.wzg_92_eost_0655_fy_a1_161.m.de;;161;36001;160;9216416
wzg.wzgaq190-mch_w2_2.m.de;WWQ94_190_Mch_2;2;36782;69;9416261
aq.aqb27_mch_h.m.de;;0;3191;236;817132
wzg.wzg_99_as10_0240_tz_wta1_9.m.de;;9;38738;17;9916945
wzg.wzg99-630-stg_w1_2.m.de;AQ99-630-Stg_2;2;38746;20;9918996
wzg.wzg_b17_740_0470_aug_b1_65.m.de;;65;6705;99;1716579
wzg.wzg_99_30830_sbg_c3_107.m.de;;107;38704;59;9908283
wzg.cluster_aq_99_29220_stg_194.m.de;;194;38742;221;9918173
wzg.wzgaq09-mch_rgr_161.m.de;;161;36781;136;9416072
wzg.wzg_96_159170_lin_dlz1_177.m.de;;177;37576;227;9619683
wzg.aqq269_sbg_b1_65.m.de;;65;3163;51;809779
wzg.wzg9-345-nbg_w9_9.m.de;WWQ_9345_9;9;3541;246;906742
wzg.wzg99-235-sbg_b1_97.m.de;;97;38706;33;9908769
wzg.wzgwwq09-pas_wta5_229.m.de;WWQ94_009_Pas_229;229;36742;131;9406083
wzg.wzgaq115c-pas_c2_74.m.de;;74;36742;204;9406156
aq.aq9-168-nbg.m.de;;0;35279;46;9031470
aq.aq92-150-deg.m.de;;0;35962;179;9206451
wzg.wzg_9_485750_mch_wvlt1_163.m.de;WZG_AQ_9_485750_Mch_163;163;3585;83;917843
wzg.aqq11_sbg_a2_34.m.de;;34;38738;52;9916980
aq.aq_b2n_008750_gap.m.de;;0;809;189;207293
wzg.wzg_b2n_006152_mch_led1_gv_129.m.de;;129;848;166;217254
wzg.wzg_92_3210_mch_w3_228.m.de;WWQ_92321_228;228;36000;85;9216085
wzg.wzg_96_154790_lin_c1_105.m.de;;105;37576;124;9619580
wzg.wzg_99_10170_stg_a2_2.m.de;;2;38737;82;9916754
aq.aq_99_8468_sbg.m.de;;0;38736;209;9916625
wzg.wzg_9_489350_mch_dlz1_33.m.de;WZG_AQ_9_489350_Mch_33;33;3585;253;918013
wzg.aq_96_171210_mch_a1_1.m.de;;1;37538;230;9609958
wzg.cluster_aqq239_sbg_h_193.m.de;;193;3161;85;809301
wzg.wzgaq202e-mch_c1_131.m.de;;131;36791;253;9418749
wzg.wzg_95_2434_mch_pw1_1.m.de;;1;37133;50;9506098
aq.aq_b2n_005695_gap.m.de;;0;809;145;207249
wzg.cluster_aq9-140-nbg_194.m.de;WWQ_9140;194;35279;203;9031627
wzg.wzg99-720-stg_pw1_129.m.de;;129;38744;97;9918561
wzg.wzg9-240-nbg_a3_3.m.de;WZG_AQ9_240_Nbg_3;3;35278;119;9031287
wzg.wzgaqrg203-mch_b2_98.m.de;;98;36782;19;9416211
wzg.wzg_99_11124_stg_a2_164.m.de;;164;38737;126;9916798
aq.aq_b2n_005933_gap.m.de;;0;809;150;207254
wzg.wzg9-690-mch_c1_105.m.de;WZG_AQ9_690_Mch_105;105;35668;174;9131182
wzg.wzg9-780-mch_a3_35.m.de;WZG_AQ9_780_Mch_35;35;35669;97;9131361
wzg.aqq91_sbg_a3_3.m.de;;3;3153;216;807384
wzg.wzg9-170-nbg_b3_67.m.de;WZG_AQ9_170_Nbg_67;67;35278;255;9031423
wzg.wzg_b2n_007279_mch_dlz2_gv_52.m.de;;52;848;188;217276
aq.aq9-630-mch.m.de;;0;35668;12;9131020
wzg.wzg_96_143281_mch_a2_2.m.de;;2;37575;112;9619312
aq.aq92-160-deg.m.de;;0;35962;230;9206502
wzg.wzg9-700-mch_w4_37.m.de;WWQ_9700_37;37;35668;192;9131200
wzg.wzg92-586-mch_w7_40.m.de;WWQ_92586_40;40;36001;181;9216437
wzg.wzg_99_as5_200_sz_b1_97.m.de;;97;38695;140;9906060
wzg.wzg_99_10155_sbg_lsa2_34.m.de;;34;38698;64;9906752
wzg.wzg9-740-mch_w2_37.m.de;WWQ_9740_37;37;35669;28;9131292
wzg.cluster_aqb29_mch_h_193.m.de;;193;3191;203;817099
wzg.cluster_aq_96_137000_mch_194.m.de;;194;37574;223;9619167
wzg.wzg_99_6570_lin_a1_33.m.de;;33;38697;57;9906489
aq.aq92-050-deg.m.de;;0;35961;88;9206104
wzg.aqq36_sbg_dlz1_7.m.de;;7;3152;241;807153
wzg.wzg99-063-stg_w5_38.m.de;WWQ_99063_38;38;38701;165;9907621
wzg.wzg_96_161150_lin_c1_105.m.de;;105;37577;15;9619727
wzg.wzg_b2n_006546_gap_dlz2_gv_18.m.de;;18;809;156;207260
wzg.dlz_96_146600_lin_dlz2_42.m.de;;42;37575;187;9619387
wzg.wzg92-410-mch_w3_35.m.de;;35;36003;245;9217013
aq.aqq265_sbg_h.m.de;;0;3163;2;809730
wzg.wzg9-710-mch_w8_41.m.de;WWQ_9710_41;41;35668;212;9131220
wzg.cluster_aq_9_479450_mch_193.m.de;AQ_AQ_9_479450_Mch_193;193;3584;28;917532
wzg.aqb26b_mch_dlz1_33.m.de;;33;3191;244;817140
wzg.wzg_96_162645_mch_sgmcl_194.m.de;;194;37524;186;9606330
wzg.wzg9-248-nbg_cl1_194.m.de;WWQ_9248;194;3541;6;906502
wzg.wzg99-820-stg_b1_65.m.de;;65;38740;90;9917530
wzg.aqq39_sbg_a1_7.m.de;;7;3153;6;807174
wzg.wzg99-152-sbg_lcd2_98.m.de;AQ99-152-Sbg_98;98;38704;198;9908422
wzg.cluster_aq_a7_956_719_fue_193.m.de;;193;2811;159;719775
wzg.wzg_99_2700_sbg_bl2_136.m.de;;136;38735;38;9916198
wzg.aqq239_sbg_c1_73.m.de;;73;3161;85;809301
wzg.wzg_b2n_008364_gap_b2_gv_138.m.de;;138;809;181;207285
wzg.wzg99-170-sbg_a1_33.m.de;;33;38705;8;9908488
wzg.aqb16_mch_c1_105.m.de;;105;3192;145;817297
wzg.wzg99-695-stg_w1_1.m.de;AQ99-695-Stg_1;1;38745;70;9918790
wzg.wzg_96_154530_lin_lsa2_41.m.de;;41;37576;118;9619574
wzg.aqq31_sbg_c2_74.m.de;;74;3152;195;807107
wzg.wzg_b2n_007022_gap_dlz2_gv_10.m.de;;10;809;163;207267
wzg.wzg_b2n_007279_mch_b1_135.m.de;;135;848;188;217276
wzg.wzg99-9-b10-stg_a1_1.m.de;;1;38741;146;9917842
wzg.wzg9-120-nbg-l_c1_136.m.de;WZG_AQ9_120_Nbg_l_136;136;35279;165;9031589
wzg.cluster_aqq73_sbg_h_193.m.de;;193;3153;148;807316
wzg.cluster_aqq235_mch_h_194.m.de;;194;3160;242;809202
wzg.aq_96_171210_mch_c1_73.m.de;;73;37538;230;9609958
wzg.wzg_9_483200_nbg_c1_73.m.de;WZG_AQ_9_483200_Nbg_73;73;3545;198;907718
aq.aqq215_mch_e.m.de;;0;3199;66;819010
wzg.wzg_99_7880_lin_b1_97.m.de;;97;38697;154;9906586
wzg.wzg_b471_24958_dah_w7_232.m.de;;232;40902;112;10471024
wzg.wzg9-793-mch_w7_43.m.de;;43;35669;202;9131466
wzg.wzg_99_2408_sbg_a3_3.m.de;;3;38735;16;9916176
wzg.cluster_aq_a7_957_085_fue_193.m.de;;193;2772;157;709789
aq.aqq231_mch_h.m.de;;0;3199;210;819154
wzg.wzg_9_491895_nbg_c1_73.m.de;WZG_AQ_9_491895_Nbg_73;73;3547;109;908141
wzg.wzg9-786-mch_a1_33.m.de;WZG_AQ9_786_Mch_33;33;35669;236;9131500
wzg.wzg99-145-sbg_w3_35.m.de;AQ99-145-Sbg_35;35;38704;155;9908379
wzg.wzg_96_171060_mch_pw7_7.m.de;;7;37538;227;9609955
aq.aq_99_25377_sbg.m.de;;0;38741;183;9917879
wzg.wzg_96_153558_lin_dlz2_33.m.de;;33;37576;95;9619551
wzg.wzg_96_140915_lin_a1_33.m.de;;33;37575;58;9619258
wzg.cluster_aq_96_146600_mch_196.m.de;;196;37575;186;9619386
wzg.wzg_96_171060_mch_pw6_6.m.de;;6;37538;227;9609955
wzg.wzg_9_493840_nbg_c2_74.m.de;WZG_AQ_9_493840_Nbg_74;74;3547;203;908235
wzg.aqq229_sbg_b1_65.m.de;;65;3160;180;809140
wzg.wzg_99_28850_sbg_wta2_36.m.de;WWQ99_28850_Sbg_36;36;38703;167;9908135
wzg.wzgwwq09-pas_wta2_226.m.de;WWQ94_009_Pas_226;226;36742;131;9406083
wzg.wzg99-072-stg_w2_35.m.de;WWQ_99072_35;35;38701;222;9907678
wzg.wzg_b2n_005935_gap_a1_gv_129.m.de;;129;809;150;207254
aq.aq99-187-sbg.m.de;;0;38705;50;9908530
wzg.wzg92-500-mch_a1_33.m.de;;33;36002;198;9216710
wzg.wzg92-590-mch_b1_98.m.de;;98;36001;165;9216421
wzg.wzg_96_159650_lin_dlz1_gv_1.m.de;;1;37576;234;9619690
wzg.wzg_96_155060_lin_b2_98.m.de;;98;37576;130;9619586
wzg.wzg9-870-mch_w5_38.m.de;;38;35670;243;9131763
wzg.cluster_wwq_9_491590_nbg_194.m.de;;194;3547;94;908126
wzg.wzg9-328-nbg_w5_5.m.de;WWQ_9328_5;5;3541;221;906717
wzg.wzg99-670-stg_w5_6.m.de;AQ99-670-Stg_6;6;38745;132;9918852
wzg.wzgaq117-pas_b3_67.m.de;;67;36742;248;9406200
wzg.wzg_99_27814_sbg_c2_106.m.de;;106;38742;107;9918059
wzg.aq_b310_9_376_fue_b310_pw1_129.m.de;;129;2812;18;719890
wzg.aqb11_mch_a1_33.m.de;;33;3192;207;817359
aq.aqb29_mch_h.m.de;;0;3191;203;817099
wzg.wzg9-135-nbg_a3_5.m.de;WZG_AQ9_135_Nbg_5;5;35279;126;9031550
wzg.wzg92-240-deg_a2_34.m.de;;34;35963;127;9206655
aq.aqq61_sbg_h.m.de;;0;3153;97;807265
wzg.wzg_b2n_006220_gap_lsa_gv_139.m.de;;139;809;150;207254
wzg.wzg_9_492226_mch_c1_105.m.de;WZG_AQ_9_492226_Mch_105;105;3586;138;918154
aq.aq_99_5446_lin.m.de;;0;38696;230;9906406
wzg.wzg92-130-deg_p_b1_65.m.de;;65;35962;145;9206417
aq.aq_9_489776_mch.m.de;;0;3586;11;918027
aq.aq_a7_960_770_fue.m.de;;0;2812;28;719900
wzg.wzg_99_4862_sbg_dlz3_6.m.de;;6;38735;225;9916385
wzg.cluster_aq_b17_740_2270_aug_194.m.de;;194;6705;34;1716514
wzg.aq_a7_962_850_ulm_b1_131.m.de;;131;2773;74;709962
wzg.cluster_aq99-180-sbg_193.m.de;AQ99-180-Sbg;193;38705;28;9908508
wzg.wzgaq202d-mch_b1_98.m.de;;98;36791;253;9418749
wzg.wzgaq188-mch_w5_5.m.de;WWQ94_188_Mch_5;5;36782;79;9416271
wzg.cluster_aq_96_142470_lin_193.m.de;;193;37575;94;9619294
wzg.wzg92-696-mch_cl1_193.m.de;WWQ_92696;193;36000;23;9216023
wzg.hs_94_109214_mch_hs1_162.m.de;;162;36791;14;9418510
wzg.aqq11_sbg_a1_33.m.de;;33;38738;52;9916980
wzg.wzg_96_139729_lin_dlz1_49.m.de;;49;37575;36;9619236
aq.aq_99_26825_stg.m.de;;0;38703;21;9907989
aq.wta_99_3113_sbg.m.de;;0;38735;55;9916215
wzg.wzg92-572a-mch_w2_34.m.de;WWQ_92572a_34;34;36001;218;9216474
wzg.aqq77_sbg_a3_3.m.de;;3;3153;163;807331
wzg.wzg_96_143619_mch_a2_2.m.de;;2;37575;120;9619320
wzg.wzg_9_498180_nbg_b2_66.m.de;WZG_AQ_9_498180_Nbg_66;66;3548;159;908447
aq.aq92-510-mch.m.de;;0;36002;159;9216671
wzg.wzg_9_500994_nbg_c3_75.m.de;WZG_AQ_9_500994_Nbg_75;75;3549;39;908583
wzg.aq_96_168238_mch_b1_65.m.de;;65;37538;161;9609889
wzg.wzg99-070-sbg_b1_97.m.de;;97;38701;203;9907659
wzg.cluster_aq_96_170635_mch_194.m.de;;194;37538;216;9609944
wzg.wzg99-200-sbg_w1_33.m.de;AQ99-200-Sbg_33;33;38705;151;9908631
wzg.cluster_aq_96_147050_mch_194.m.de;;194;37575;201;9619401
wzg.wzg_99_27885_stg_b1_65.m.de;;65;38703;99;9908067
wzg.wzg_9_491350_mch_b2_98.m.de;WZG_AQ_9_491350_Mch_98;98;3586;95;918111
wzg.wzg_9_505300_nbg_a1_1.m.de;WZG_AQ_9_505300_Nbg_1;1;3549;249;908793
wzg.wzgaq117-pas_c3_75.m.de;;75;36742;248;9406200
wzg.wzg92-070-deg_a1_1.m.de;;1;35961;214;9206230
wzg.wzg_99_26040_stg_pw5_129.m.de;;129;38702;217;9907929
wzg.wzg99-260-sbg_c2_106.m.de;;106;38707;6;9908998
wzg.aqq285_mch_b1_97.m.de;;97;3202;201;819913
wzg.wzg_96_145404_mch_c1_73.m.de;;73;37575;161;9619361
wzg.wzg92-570-mch_c1_105.m.de;;105;36001;253;9216509
wzg.wzg99-530-stg_a2_2.m.de;;2;38749;8;9919752
wzg.cluster_aq_9_491350_mch_193.m.de;AQ_AQ_9_491350_Mch_193;193;3586;95;918111
wzg.wzg9-750-mch_b3_99.m.de;WZG_AQ9_750_Mch_99;99;35669;54;9131318
wzg.dlz_96_139409_lin_dlz2_34.m.de;;34;37575;23;9619223
aq.aq92-610-mch.m.de;;0;36001;119;9216375
wzg.wzg_96_146848_lin_dlz1_gv_1.m.de;;1;37575;187;9619387
wzg.wzg_99_30830_sbg_dlz1_24.m.de;;24;38704;59;9908283
wzg.wzg_9_500390_mch_b2_98.m.de;WZG_AQ_9_500390_Mch_98;98;3588;23;918551
wzg.wzg99-190-sbg_a4_36.m.de;;36;38705;92;9908572
wzg.wzg_96_146011_mch_a1_1.m.de;;1;37575;175;9619375
wzg.wzg9-125-nbg_w8_9.m.de;WWQ_9125_9;9;35279;158;9031582
wzg.aqq31_sbg_b2_66.m.de;;66;3152;195;807107
wzg.wzg_b2n_008750_gap_dlz2_50.m.de;;50;809;189;207293
wzg.aqq231_mch_c1_105.m.de;;105;3199;210;819154
wzg.wzg99-720-stg_a1_1.m.de;;1;38744;97;9918561
aq.aq_b2n_007172_gap.m.de;;0;809;163;207267
wzg.cluster_aq9-782-mch_193.m.de;AQ_AQ9_782_Mch_193;193;35669;175;9131439
wzg.wzgaq194-mch_w4_4.m.de;WWQ94_194_Mch_4;4;36782;55;9416247
wzg.wzg92-100-deg_a1_1.m.de;;1;35962;83;9206355
wzg.cluster_aq99-250-sbg_pw1_195.m.de;;195;38706;131;9908867
wzg.wzg99-718-stg_w2_2.m.de;;2;38744;131;9918595
aq.aq9-310-nbg.m.de;;0;35277;164;9031076
wzg.wzg9-170-nbg_c1_73.m.de;WZG_AQ9_170_Nbg_73;73;35278;255;9031423
aq.aq_96_162645_mch.m.de;;0;37524;186;9606330
wzg.wzg_b2n_007788_gap_b2_gv_138.m.de;;138;809;172;207276
wzg.wzg99-260-sbg_a2_35.m.de;;35;38707;6;9908998
aq.aq_96_147036_lin.m.de;;0;37575;201;9619401
wzg.wzg_99_31800_sbg_b3_99.m.de;;99;38743;144;9918352
wzg.wzg_9_509515_nbg_dlz1_9.m.de;WZG_AQ_9_509515_Nbg_9;9;3550;199;908999
wzg.wzg99-152-sbg_w2_36.m.de;AQ99-152-Sbg_36;36;38704;198;9908422
wzg.wzg_99_26545_stg_wta1_1.m.de;;1;38702;255;9907967
wzg.wzg92-696-mch_w1_1.m.de;WWQ_92696_1;1;36000;23;9216023
aq.aq9-110-nbg.m.de;;0;35279;175;9031599
wzg.wzg8-110-mch_wta2_43.m.de;AQ8O_110_Mch_43;43;3149;234;806378
wzg.wzg99-840-stg_c2_74.m.de;;74;38739;146;9917330
wzg.wzg99-150-sbg_c2_106.m.de;;106;38704;181;9908405
wzg.aqq249_sbg_b1_65.m.de;;65;3161;199;809415
wzg.cluster_aq_99_9140_sbg_193.m.de;;193;38697;244;9906676
wzg.cluster_aq92-240-deg_193.m.de;;193;35963;127;9206655
wzg.wzg_b2n_005988_gap_dlz2_gv_2.m.de;;2;809;150;207254
wzg.wzgaq118-pas_a2_3.m.de;;3;36743;34;9406242
wzg.wzg99-210-sbg_c1_105.m.de;;105;38705;187;9908667
wzg.wzg99-635-stg_w8_9.m.de;AQ99-635-Stg_9;9;38745;213;9918933
wzg.wzg_b2n_006979_mch_dlz1_9.m.de;;9;848;180;217268
wzg.wwq_99_29277_sbg_bl1_57.m.de;WWQ99_29277_Sbg_57;57;38703;198;9908166
wzg.wzg_99_4258_sbg_dlz3_6.m.de;;6;38735;144;9916304
wzg.wzg_b2n_008550_gap_dlz1_gv_1.m.de;;1;809;189;207293
wzg.cluster_aqwwq202-mch_193.m.de;WWQ94_202_Mch;193;36781;216;9416152
wzg.cluster_aq92-170-deg_194.m.de;;194;35963;28;9206556
aq.aq_9_490904_nbg.m.de;;0;3547;59;908091
wzg.cluster_aq_96_140645_lin_193.m.de;;193;37575;53;9619253
wzg.wzg9-760-mch_w1_36.m.de;WWQ_9760_36;36;35669;66;9131330
wzg.wzg9-328-nbg_w4_4.m.de;WWQ_9328_4;4;3541;221;906717
wzg.wzg_96_138841_mch_b1_e1_65.m.de;;65;37575;10;9619210
wzg.aqb24_mch_b3_99.m.de;;99;3192;22;817174
wzg.cluster_aq99-734-stg_194.m.de;;194;38743;213;9918421
wzg.aqb26_mch_pw1_161.m.de;;161;3191;253;817149
wzg.wzg_b2n_005440_gap_pw1_161.m.de;;161;809;141;207245
wzg.wzg_9_500994_nbg_b3_67.m.de;WZG_AQ_9_500994_Nbg_67;67;3549;39;908583
wzg.aqq281_sbg_c1_133.m.de;;133;3163;153;809881
wzg.portal_a7_957_039_fue_gv_lsa1_41.m.de;;41;2772;156;709788
aq.aqq257_sbg_h.m.de;;0;3162;109;809581
wzg.wzgaq117-pas_a3_3.m.de;;3;36742;248;9406200
wzg.aqq87_sbg_b2_66.m.de;;66;3153;198;807366
wzg.wzg_96_162645_mch_pw8_8.m.de;;8;37524;186;9606330
wzg.aqq51_sbg_a3_3.m.de;;3;3153;55;807223
wzg.wzg_9_505300_nbg_c2_74.m.de;WZG_AQ_9_505300_Nbg_74;74;3549;249;908793
wzg.cluster_aqaq12-pas_194.m.de;;194;36742;105;9406057
wzg.wzg_95_1990_mch_pw4_4.m.de;;4;37133;32;9506080
aq.aq99-270-sbg.m.de;;0;38707;122;9909114
wzg.wzg92-500-mch_c1_105.m.de;;105;36002;198;9216710
wzg.wzg_96_139729_mch_dlz1_1.m.de;;1;37575;35;9619235
aq.aq_99a_102700_stg.m.de;;0;38709;177;9909681
wzg.wzg99-716-stg_w1_1.m.de;;1;38744;181;9918645
aq.aq99500_stg_h.m.de;;0;38749;249;9919993
wzg.wzg99-170-sbg_b2_98.m.de;;98;38705;8;9908488
wzg.aq_a7_953_247_fue_c1_105.m.de;;105;2811;52;719668
wzg.wzg99-063-stg_w9_42.m.de;WWQ_99063_42;42;38701;165;9907621
wzg.wzg_b2n_007633_gap_dlz2_gv_18.m.de;;18;809;172;207276
aq.aq_b2n_006796_gap.m.de;;0;809;163;207267
wzg.wzg_9_506950_nbg_a1_1.m.de;WZG_AQ_9_506950_Nbg_1;1;3550;73;908873
wzg.wzg9-789-mch_w2_38.m.de;;38;35670;16;9131536
wzg.wzg_96_155060_lin_b1_97.m.de;;97;37576;130;9619586
wzg.wzg_b2n_007172_gap_lsa_r_171.m.de;;171;809;163;207267
wzg.wzg_99_29220_stg_a2_2.m.de;;2;38742;221;9918173
wzg.wzg_99_26020_sbg_b2_98.m.de;;98;38741;229;9917925
