AB_EAID4Vergleich	BAB	FAHRTRICHTUNG	BABKM	TYP	ID	NAME	LOC	DIST	FG	DE	PORT	SLAVE	EAK	EA	KOMMENTAR	TLSTYP	EAID	HERSTELLER	IFACEKEY	MAKRO	FAHRSTREIFEN	WZGTYP	LATITUDE	LONGITUDE	AB_ID	AB_4ID	AB_ROUTE	AB_ANZEIGEPRINZIP	AB_STEUERUNG	AB_ZS	AB_FAHRTRICHTUNG	AB_TLSTYP	AB_FAHRBAHNBREITE	AB_AQTYP	AB_ASPICT	AB_ASFLIP	AB_ENDE	Quelldatei	Tabellenblatt	Status	CSV-Filter	a	b	c	d	e	f	g	h	i	j	k	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
																																												FS-Bezug	FS-Bezug	WVZ-Typ	Anschluss-Nr.		Beschriftung    für BuV Oberfläche	Fa.-Ri    (N,S,O,W)	WGS 84 (rechter FB-Rand)						Logische Adressen			Physikalische Adresse							
598430843954	A9	S	520,565		AQ9_760_Mch	AQ9-760-Mch	35669	66	4	50	205	2	33	18				6		AB	21	WWW			AQ9_760_Mch_193			a	2	241,242,243	S/W	193	#NV	AQTYP?				Cp_A9Sued_DeKonfig_2016-01-22.xls				a	2	W15	W15	WWW		6							WZGx	WZG9-760-Mch_W15		4	50			33	18		241,242,243		
598430843955	A9	S	520,565		AQ9_760_Mch	AQ9-760-Mch	35669	66	4	51	205	2	33	19				6		AB	21	WWW			AQ9_760_Mch_193			a	2	241,242,243	S/W	193	#NV	AQTYP?				Cp_A9Sued_DeKonfig_2016-01-22.xls				a	2	W16	W16	WWW		6							WZGx	WZG9-760-Mch_W16		4	51			33	19		241,242,243		
598430843956	A9	S	520,565		AQ9_760_Mch	AQ9-760-Mch	35669	66	4	52	205	2	33	20				6		AB	21	WWW			AQ9_760_Mch_193			a	2	241,242,243	S/W	193	#NV	AQTYP?				Cp_A9Sued_DeKonfig_2016-01-22.xls				a	2	W17	W17	WWW		6							WZGx	WZG9-760-Mch_W17		4	52			33	20		241,242,243		
598430843957	A9	S	520,565		AQ9_760_Mch	AQ9-760-Mch	35669	66	4	53	205	2	33	21				6		AB	21	WWW			AQ9_760_Mch_193			a	2	241,242,243	S/W	193	#NV	AQTYP?				Cp_A9Sued_DeKonfig_2016-01-22.xls				a	2	W18	W18	WWW		6							WZGx	WZG9-760-Mch_W18		4	53			33	21		241,242,243		
598430843958	A9	S	520,565		AQ9_760_Mch	AQ9-760-Mch	35669	66	4	54	205	2	33	22				6		AB	21	WWW			AQ9_760_Mch_193			a	2	241,242,243	S/W	193		AQTYP?				Cp_A9Sued_DeKonfig_2016-01-22.xls				a	2	W19	W19	WWW		6							WZGx	WZG9-760-Mch_W19		4	54			33	22		241,242,243		
598430843959	A9	S	520,565		AQ9_760_Mch	AQ9-760-Mch	35669	66	4	55	205	2	33	23				6		AB	21	WWW			AQ9_760_Mch_193			a	2	241,242,243	S/W	193		AQTYP?				Cp_A9Sued_DeKonfig_2016-01-22.xls				a	2	W20	W20	WWW		6							WZGx	WZG9-760-Mch_W20		4	55			33	23		241,242,243		
598430843960	A9	S	520,565		AQ9_760_Mch	AQ9-760-Mch	35669	66	4	56	205	2	33	24				6		AB	21	WWW			AQ9_760_Mch_193			a	2	241,242,243	S/W	193		AQTYP?				Cp_A9Sued_DeKonfig_2016-01-22.xls				a	2	W21	W21	WWW		6							WZGx	WZG9-760-Mch_W21		4	56			33	24		241,242,243		
598430844417	A9	S	520,565		BMS9_760_Tuer	BMS9-760_Tuer	35669	66	6	1	205	2	32	1				6							BMS9_760_Tuer						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Tuer	BMS9-760_Tuer		6	1			32	1				
598430844418	A9	S	520,565		BMS9_760_Temp	BMS9-760_Temp	35669	66	6	2	205	2	32	2				6							BMS9_760_Temp						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Temp	BMS9-760_Temp		6	2			32	2				
598430844419	A9	S	520,565		BMS9_760_Netz	BMS9-760_Netz	35669	66	6	3	205	2	32	3				6							BMS9_760_Netz						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Netz	BMS9-760_Netz		6	3			32	3				
598430843841	A9	S	520,565		WS_GMA_HK_9_760_Mch	WS_GMA_HK_9-760-Mch	35669	66	3	193	205	2	33					6							WS_GMA_HK_9_760_Mch						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	520565	GMA	WS_GMA_HK_9-760-Mch											
598430843681	A9	S	520,565		WUD_HK_9_760_Mch	WUD_HK_9-760-Mch	35669	66	3	33	205	2	33	1				6							WUD_HK_9_760_Mch						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							WUD_HK	WUD_HK_9-760-Mch		3	33			33	1				
598430842880	A9	S	520,565			0	35669	66					0	0				6													S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6																			
598431694848	A9	S	520,800		SST9_770	SST9-770	35669	79			205	3						6													S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	520800	SST	SST9-770	9131343,8B554F			205	3						
598431695297	A9	S	520,850		MQ9_770_Mch_A	MQ9-770-Mch_A	35669	79	1	193	205	3	32		Radarsensoren			6							MQ9_770_Mch_A						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	520850	MQx	MQ9-770-Mch_A								Radarsensoren			
598431695201	A9	S	520,850		MQ9_770_Mch_A	MQ9-770-Mch_A	35669	79	1	97	205	3	32	2				6							MQ9_770_Mch_A						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							DET	DET9-770-Mch_A1		1	97			32	2				
598431695297	A9	S	520,850		MQ9_770_Mch_E	MQ9-770-Mch_E	35669	79	1	193	205	3	32		Radarsensoren			6							MQ9_770_Mch_E						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	520850	MQx	MQ9-770-Mch_E								Radarsensoren			
598431695265	A9	S	520,850		MQ9_770_Mch_E	MQ9-770-Mch_E	35669	79	1	161	205	3	32	1				6							MQ9_770_Mch_E						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							DET	DET9-770-Mch_E1		1	161			32	1				
598431696385	A9	S	520,850		BMS9_770_Tuer	BMS9-770_Tuer	35669	79	6	1	205	3	32	1				6							BMS9_770_Tuer						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Tuer	BMS9-770_Tuer		6	1			32	1				
598431696386	A9	S	520,850		BMS9_770_Temp	BMS9-770_Temp	35669	79	6	2	205	3	32	2				6							BMS9_770_Temp						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Temp	BMS9-770_Temp		6	2			32	2				
598431696387	A9	S	520,850		BMS9_770_Netz	BMS9-770_Netz	35669	79	6	3	205	3	32	3				6							BMS9_770_Netz						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Netz	BMS9-770_Netz		6	3			32	3				
598431694848	A9	S	520,850			0	35669	79					0	0				6													S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6																			
598432874496	A9	S	521,170	SS	SST9_780	SST9-780	35669	97			205	4						6					48.2438	11.6405	SST9_780						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	521170	SST	SST9-780	9131361,8B5561			205	4						
598432874945	A9	S	521,200		MQ9_780_Mch_P	MQ9-780-Mch_P	35669	97	1	193	205	4	40		Radarsensoren/DZ			6							MQ9_780_Mch_P						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	521200	MQx	MQ9-780-Mch_P								Radarsensoren/DZ			
598432874849	A9	S	521,200		MQ9_780_Mch_P	MQ9-780-Mch_P	35669	97	1	97	205	4	40	1				6							MQ9_780_Mch_P						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6							DET	DET9-780-Mch_P1		1	97			40	1				
598432874850	A9	S	521,200		MQ9_780_Mch_P	MQ9-780-Mch_P	35669	97	1	98	205	4	40	2				6							MQ9_780_Mch_P						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6							DET	DET9-780-Mch_P2		1	98			40	2				
598432874945	A9	S	521,200		MQ9_780_Mch_H	MQ9-780-Mch_H	35669	97	1	193	205	4	32		Radarsensoren/DZ			6							MQ9_780_Mch_H						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	521200	MQx	MQ9-780-Mch_H								Radarsensoren/DZ			
598432874785	A9	S	521,200		MQ9_780_Mch_H	MQ9-780-Mch_H	35669	97	1	33	205	4	32	1				6							MQ9_780_Mch_H						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							DET	DET9-780-Mch_H1		1	33			32	1				
598432874786	A9	S	521,200		MQ9_780_Mch_H	MQ9-780-Mch_H	35669	97	1	34	205	4	32	2				6							MQ9_780_Mch_H						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							DET	DET9-780-Mch_H2		1	34			32	2				
598432874787	A9	S	521,200		MQ9_780_Mch_H	MQ9-780-Mch_H	35669	97	1	35	205	4	32	3				6							MQ9_780_Mch_H						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							DET	DET9-780-Mch_H3		1	35			32	3				
598432875713	A9	S	521,200	AQ	AQ9_780_Mch	AQ9-780-Mch	35669	97	4	193	205	4	33	0				6					48.2438	11.6405	AQ9_780_Mch_193	193					S/W	193		3sp_Rechts_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	521200	AQx	AQ9-780-Mch							0				
598432875553	A9	S	521,200	AQ	AQ9_780_Mch	AQ9-780-Mch	35669	97	4	33	205	4	33	1				6		AB	11	A	48.2438	11.6405	AQ9_780_Mch_193			b	2	22,24,26,28,30,33,42,44,46,48,50,54,111,113:82	S/W	193	#NV	3sp_Rechts_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	A1	A1	A		6							WZGx	WZG9-780-Mch_A1		4	33			33	1		22,24,26,28,30,33,42,44,46,48,50,54,111,113:82		
598432875554	A9	S	521,200	AQ	AQ9_780_Mch	AQ9-780-Mch	35669	97	4	34	205	4	33	2				6		AB	13	A	48.2438	11.6405	AQ9_780_Mch_193			b	2	22,24,26,28,30,33,42,44,46,48,50,54,111,113:82,114:82	S/W	193		3sp_Rechts_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	A2	A2	A		6							WZGx	WZG9-780-Mch_A2		4	34			33	2		22,24,26,28,30,33,42,44,46,48,50,54,111,113:82,114:82		
598432875555	A9	S	521,200	AQ	AQ9_780_Mch	AQ9-780-Mch	35669	97	4	35	205	4	33	3				6		AB	15	A	48.2438	11.6405	AQ9_780_Mch_193			b	2	22,24,26,28,30,33,42,44,46,48,50,54,111,114:82	S/W	193		3sp_Rechts_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	A3	A3	A		6							WZGx	WZG9-780-Mch_A3		4	35			33	3		22,24,26,28,30,33,42,44,46,48,50,54,111,114:82		
598432875617	A9	S	521,200	AQ	AQ9_780_Mch	AQ9-780-Mch	35669	97	4	97	205	4	33	4				6		AB	12	B	48.2438	11.6405	AQ9_780_Mch_193			b	2	1,3,4,8,9,31,32,51,52,53	S/W	193		3sp_Rechts_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	B1	B1	B		6							WZGx	WZG9-780-Mch_B1		4	97			33	4		1,3,4,8,9,31,32,51,52,53		
598432875618	A9	S	521,200	AQ	AQ9_780_Mch	AQ9-780-Mch	35669	97	4	98	205	4	33	6				6		AB	14	B	48.2438	11.6405	AQ9_780_Mch_193			b	2	1,3,4,8,9,31,32,51,52,53	S/W	193		3sp_Rechts_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	B2	B2	B		6							WZGx	WZG9-780-Mch_B2		4	98			33	6		1,3,4,8,9,31,32,51,52,53		
598432875625	A9	S	521,200	AQ	AQ9_780_Mch	AQ9-780-Mch	35669	97	4	105	205	4	33	5				6		AB	12	C	48.2438	11.6405	AQ9_780_Mch_193			b	3	61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201	S/W	193	#NV	3sp_Rechts_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	3	C1	C1	C		6							WZGx	WZG9-780-Mch_C1		4	105			33	5		61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201		
598432875626	A9	S	521,200	AQ	AQ9_780_Mch	AQ9-780-Mch	35669	97	4	106	205	4	33	7				6		AB	14	C	48.2438	11.6405	AQ9_780_Mch_193			b	3	61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201	S/W	193	#NV	3sp_Rechts_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	3	C2	C2	C		6							WZGx	WZG9-780-Mch_C2		4	106			33	7		61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201		
598432875715	A9	S	521,200	AQ	AQ9_780_Mch_P	AQ9-780-Mch_P	35669	97	4	195	205	4	35	0				6					48.2438	11.6405	AQ9_780_Mch_P_195	195					S/W	195	#NV	2sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	521200	AQx	AQ9-780-Mch_P							0				
598432875561	A9	S	521,200	AQ	AQ9_780_Mch_P	AQ9-780-Mch_P	35669	97	4	41	205	4	35	1				6		AB	11	A	48.2438	11.6405	AQ9_780_Mch_P_195			b	2	22,24,26,28,30,33,42,44,46,48,50,54,111,113:82	S/W	195	#NV	2sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	A1	P_A1	A		6							WZGx	WZG9-780-Mch_P_A1		4	41			35	1		22,24,26,28,30,33,42,44,46,48,50,54,111,113:82		
598432875562	A9	S	521,200	AQ	AQ9_780_Mch_P	AQ9-780-Mch_P	35669	97	4	42	205	4	35	2				6		AB	13	A	48.2438	11.6405	AQ9_780_Mch_P_195			b	2	22,24,26,28,30,33,42,44,46,48,50,54,111,114:82	S/W	195	#NV	2sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	A2	P_A2	A		6							WZGx	WZG9-780-Mch_P_A2		4	42			35	2		22,24,26,28,30,33,42,44,46,48,50,54,111,114:82		
598432875619	A9	S	521,200	AQ	AQ9_780_Mch_P	AQ9-780-Mch_P	35669	97	4	99	205	4	35	3				6		AB	12	B	48.2438	11.6405	AQ9_780_Mch_P_195			b	2	1,3,4,8,9,31,32,51,52,53	S/W	195	#NV	2sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	B1	P_B1	B		6							WZGx	WZG9-780-Mch_P_B1		4	99			35	3		1,3,4,8,9,31,32,51,52,53		
598432875627	A9	S	521,200	AQ	AQ9_780_Mch_P	AQ9-780-Mch_P	35669	97	4	107	205	4	35	4				6		AB	12	C	48.2438	11.6405	AQ9_780_Mch_P_195			b	3	61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201	S/W	195	#NV	2sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	3	C1	P_C1	C		6							WZGx	WZG9-780-Mch_P_C1		4	107			35	4		61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201		
598432876033	A9	S	521,200		BMS9_780_Tuer	BMS9-780_Tuer	35669	97	6	1	205	4	32	1				6							BMS9_780_Tuer						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Tuer	BMS9-780_Tuer		6	1			32	1				
598432876034	A9	S	521,200		BMS9_780_Temp	BMS9-780_Temp	35669	97	6	2	205	4	32	2				6							BMS9_780_Temp						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Temp	BMS9-780_Temp		6	2			32	2				
598432876035	A9	S	521,200		BMS9_780_Netz	BMS9-780_Netz	35669	97	6	3	205	4	32	3				6							BMS9_780_Netz						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Netz	BMS9-780_Netz		6	3			32	3				
598432875457	A9	S	521,250		NMG9_780_Mch	NMG9-780-Mch	35669	97	3	193	205	4	34					6							NMG9_780_Mch						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	521250	GMA	NMG9-780-Mch											
598432875337	A9	S	521,250		WUD_SW_9_780_Mch	WUD_SW_9-780-Mch	35669	97	3	73	205	4	34	1				6							WUD_SW_9_780_Mch						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							WUD_SW	WUD_SW_9-780-Mch		3	73			34	1				
598432875457	A9	S	521,200		WS_GMA_HK_9_780_Mch	WS_GMA_HK_9-780-Mch	35669	97	3	193	205	4	33					6							WS_GMA_HK_9_780_Mch						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	521200	GMA	WS_GMA_HK_9-780-Mch											
598432875297	A9	S	521,200		WUD_HK_9_780_Mch	WUD_HK_9-780-Mch	35669	97	3	33	205	4	33	1				6							WUD_HK_9_780_Mch						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							WUD_HK	WUD_HK_9-780-Mch		3	33			33	1				
598432874496	A9	S	521,200			0	35669	97					0	0				6													S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6																			
598437986304	A9	S	522,770	SS	SST9_782	SST9-782	35669	175			205	6						6					48.2297	11.6335	SST9_782						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	522770	SST	SST9-782	9131439,8B55AF			205	6						
598437986753	A9	S	522,800		MQ9_782_Mch_H	MQ9-782-Mch_H	35669	175	1	193	205	6	33		Radarsensoren			6							MQ9_782_Mch_H						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	522800	MQx	MQ9-782-Mch_H								Radarsensoren			
598437986593	A9	S	522,800		MQ9_782_Mch_H	MQ9-782-Mch_H	35669	175	1	33	205	6	33	1				6							MQ9_782_Mch_H						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6							DET	DET9-782-Mch_H1		1	33			33	1				
598437986594	A9	S	522,800		MQ9_782_Mch_H	MQ9-782-Mch_H	35669	175	1	34	205	6	33	2				6							MQ9_782_Mch_H						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6							DET	DET9-782-Mch_H2		1	34			33	2				
598437986595	A9	S	522,800		MQ9_782_Mch_H	MQ9-782-Mch_H	35669	175	1	35	205	6	33	3				6							MQ9_782_Mch_H						S/W		#NV					Cp_A9Sued_DeKonfig_2016-01-22.xls										6							DET	DET9-782-Mch_H3		1	35			33	3				
598437987521	A9	S	522,800	AQ	AQ9_782_Mch	AQ9-782-Mch	35669	175	4	193	205	6	34	0				6					48.2297	11.6335	AQ9_782_Mch_193	193					S/W	193	#NV	3sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	522800	AQx	AQ9-782-Mch							0				
598437987361	A9	S	522,800	AQ	AQ9_782_Mch	AQ9-782-Mch	35669	175	4	33	205	6	34	1				6		AB	11	A	48.2297	11.6335	AQ9_782_Mch_193			b	2	22,24,26,28,30,33,42,44,46,48,50,54,111,113:82	S/W	193	#NV	3sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	A1	A1	A		6							WZGx	WZG9-782-Mch_A1		4	33			34	1		22,24,26,28,30,33,42,44,46,48,50,54,111,113:82		
598437987362	A9	S	522,800	AQ	AQ9_782_Mch	AQ9-782-Mch	35669	175	4	34	205	6	34	2				6		AB	13	A	48.2297	11.6335	AQ9_782_Mch_193			b	2	22,24,26,28,30,33,42,44,46,48,50,54,111,113:82,114:82	S/W	193	#NV	3sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	A2	A2	A		6							WZGx	WZG9-782-Mch_A2		4	34			34	2		22,24,26,28,30,33,42,44,46,48,50,54,111,113:82,114:82		
598437987363	A9	S	522,800	AQ	AQ9_782_Mch	AQ9-782-Mch	35669	175	4	35	205	6	34	3				6		AB	15	A	48.2297	11.6335	AQ9_782_Mch_193			b	2	22,24,26,28,30,33,42,44,46,48,50,54,111,114:82	S/W	193	#NV	3sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	A3	A3	A		6							WZGx	WZG9-782-Mch_A3		4	35			34	3		22,24,26,28,30,33,42,44,46,48,50,54,111,114:82		
598437987425	A9	S	522,800	AQ	AQ9_782_Mch	AQ9-782-Mch	35669	175	4	97	205	6	34	4				6		AB	12	B	48.2297	11.6335	AQ9_782_Mch_193			b	2	1,3,4,8,9,31,32,51,52,53	S/W	193	#NV	3sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	B1	B1	B		6							WZGx	WZG9-782-Mch_B1		4	97			34	4		1,3,4,8,9,31,32,51,52,53		
598437987426	A9	S	522,800	AQ	AQ9_782_Mch	AQ9-782-Mch	35669	175	4	98	205	6	34	6				6		AB	14	B	48.2297	11.6335	AQ9_782_Mch_193			b	2	1,3,4,8,9,31,32,51,52,53	S/W	193		3sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	B2	B2	B		6							WZGx	WZG9-782-Mch_B2		4	98			34	6		1,3,4,8,9,31,32,51,52,53		
598437987433	A9	S	522,800	AQ	AQ9_782_Mch	AQ9-782-Mch	35669	175	4	105	205	6	34	5				6		AB	12	C	48.2297	11.6335	AQ9_782_Mch_193			b	3	61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201	S/W	193		3sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	3	C1	C1	C		6							WZGx	WZG9-782-Mch_C1		4	105			34	5		61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201		
598437987434	A9	S	522,800	AQ	AQ9_782_Mch	AQ9-782-Mch	35669	175	4	106	205	6	34	7				6		AB	14	C	48.2297	11.6335	AQ9_782_Mch_193			b	3	61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201	S/W	193		3sp_A9FB_SW				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	3	C2	C2	C		6							WZGx	WZG9-782-Mch_C2		4	106			34	7		61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201		
598437987841	A9	S	522,800		BMS9_782_Tuer	BMS9-782_Tuer	35669	175	6	1	205	6	32	1				6							BMS9_782_Tuer						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Tuer	BMS9-782_Tuer		6	1			32	1				
598437987842	A9	S	522,800		BMS9_782_Temp	BMS9-782_Temp	35669	175	6	2	205	6	32	2				6							BMS9_782_Temp						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Temp	BMS9-782_Temp		6	2			32	2				
598437987843	A9	S	522,800		BMS9_782_Netz	BMS9-782_Netz	35669	175	6	3	205	6	32	3				6							BMS9_782_Netz						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Netz	BMS9-782_Netz		6	3			32	3				
598437987265	A9	S	522,800		WS_GMA_HK_9_782_Mch	WS_GMA_HK_9-782-Mch	35669	175	3	193	205	6	34					6							WS_GMA_HK_9_782_Mch						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	522800	GMA	WS_GMA_HK_9-782-Mch											
598437987105	A9	S	522,800		WUD_HK_9_782_Mch	WUD_HK_9-782-Mch	35669	175	3	33	205	6	34	1				6							WUD_HK_9_782_Mch						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							WUD_HK	WUD_HK_9-782-Mch		3	33			34	1				
598437986304	A9	S	522,800			0	35669	175					0	0				6													S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6																			
598441066496	A9	S	523,660	SS	SST9_783	SST9-783	35669	222			205	7						6					48.22255	11.629644	SST9_783						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	523660	SST	SST9-783	9131486,8B55DE			205	7						
598441066945	A9	S	523,660		MQ9_783_Mch_E	MQ9-783-Mch_E	35669	222	1	193	205	7	32		Radarsensoren			6							MQ9_783_Mch_E						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	523660	MQx	MQ9-783-Mch_E								Radarsensoren			
598441066913	A9	S	523,660		MQ9_783_Mch_E	MQ9-783-Mch_E	35669	222	1	161	205	7	32	1				6							MQ9_783_Mch_E						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							DET	DET9-783-Mch_E1		1	161			32	1				
598441067713	A9	S	523,660	AQ	AQ9_783_Mch	AQ9-783-Mch	35669	222	4	193	205	7	33	0				6					48.22255	11.629644	AQ9_783_Mch_193	193					S/W	193		1sp_BT				Cp_A9Sued_DeKonfig_2016-01-22.xls										6					A9-Nbg-Mch	523660	AQx	AQ9-783-Mch							0				
598441067682	A9	S	523,660	AQ	AQ9_783_Mch	AQ9-783-Mch	35669	222	4	162	205	7	33	1				6		AB	8	A	48.22255	11.629644	AQ9_783_Mch_193			b	2	22,24,26,28,30,33	S/W	193		1sp_BT				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	A1	A1	A		6							WZGx	WZG9-783-Mch_A1		4	162			33	1		22,24,26,28,30,33		
598441067684	A9	S	523,660	AQ	AQ9_783_Mch	AQ9-783-Mch	35669	222	4	164	205	7	33	2				6		AB	8	B	48.22255	11.629644	AQ9_783_Mch_193			b	2	1,3,4,8,9,31,32	S/W	193		1sp_BT				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	2	B1	B1	B		6							WZGx	WZG9-783-Mch_B1		4	164			33	2		1,3,4,8,9,31,32		
598441067686	A9	S	523,660	AQ	AQ9_783_Mch	AQ9-783-Mch	35669	222	4	166	205	7	33	3				6		AB	8	C	48.22255	11.629644	AQ9_783_Mch_193			b	3	61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201	S/W	193		1sp_BT				Cp_A9Sued_DeKonfig_2016-01-22.xls				b	3	C1	C1	C		6							WZGx	WZG9-783-Mch_C1		4	166			33	3		61,62,63,64,65,66,67,68,69,70,71,72,74,78,79,80,81,82,83,84,85,86,87,88,89,91,92,93,94,95,96,97,98,100,101,102,200,201		
598441068033	A9	S	523,660		BMS9_783_Tuer	BMS9-783_Tuer	35669	222	6	1	205	7	32	1				6							BMS9_783_Tuer						S/W							Cp_A9Sued_DeKonfig_2016-01-22.xls										6							BMS_Tuer	BMS9-783_Tuer		6	1			32	1				
