LocCode;RouteNumber;Name;ShortName
12822;A92;Freising-Mitte;FreM
12823;A92;Freising-Ost;FreO
12824;A92;Erding;Erd
12825;A92;Moosburg-Süd;MooS
12826;A92;Moosburg-Nord;MooN
12827;A92;Landshut-West;LanW
12828;A92;Altdorf;Alt
12829;A92;Landshut-Nord;LanN
12830;A92;Landshut/Essenbach;LanE
12831;A92;Wörth a.d.Isar;WoeI
12833;A92;Dingolfing-Mitte;DinM
12834;A92;Pilsting/Großköllnbach;PilG
12835;A92;Landau a.d.Isar;LanI
12836;A92;Wallersdorf-West;WalW
12837;A92;Wallersdorf-Nord;WalN
12838;A92;Plattling-West;PlaW
12839;A92;Plattling-Nord;PlaN
12840;A92;Deggendorf;Deg
12841;A92;Deggendorf-Mitte;DegM
19185;A92;Landshut;Lan
31653;A92;Flughafen München;FluM
31654;A92;Hallbergmoos;Hal
31768;A92;Dingolfing-Ost;DinO
31769;A92;Eching-Ost;EchO
60765;A92;Isarau;Isa
60767;A92;Moosburger Au;MooA
60769;A92;Wattenbacher Au;WatA
60770;A92;Teisbacher Moos;TeiM
60772;A92;Pilsting;Pil
60774;A92;Wallersdorf;Wal
60776;A92;Michaelsbuch;Mic
7548;A92;Mettenbacher Moos;MetM
8067;A92;Dingolfing-West;DinW
12842;A93;Kiefersfelden;Kie1
12844;A93;Kiefersfelden;Kie
12845;A93;Oberaudorf;Obe
12846;A93;Inntal;Inn
12847;A93;Brannenburg;Bra
12848;A93;Reischenhart;Rei
12849;A93;Inntal;Inn1
12850;A93;Holledau;Hol
12851;A93;Wolnzach;Wol
12852;A93;Mainburg;Mai
12853;A93;Aiglsbach;Aig
12854;A93;Elsendorf;Els
12855;A93;Siegenburg;Sie
12856;A93;Abensberg;Abe
12857;A93;Hausen;Hau
12858;A93;Bad Abbach;Abb
12859;A93;Pentling;Pen
12860;A93;Regensburg-Süd;RegS
12861;A93;Regensburg;Reg2
12862;A93;Regensburg-Kumpfmühl;RegK
12863;A93;Regensburg-Königswiesen;RegK1
12864;A93;Regensburg-Prüfening;RegP2
12865;A93;Regensburg-West;RegW
12866;A93;Regensburg-Pfaffenstein;RegP1
12867;A93;Regensburg-Nord;RegN
12868;A93;Regenstauf;Reg1
12869;A93;Ponholz;Pon
12870;A93;Teublitz;Teu
12871;A93;Schwandorf-Süd;SchS
12872;A93;Schwandorf-Mitte;SchM
12873;A93;Schwandorf-Nord;SchN
12874;A93;Schwarzenfeld;Sch2
12875;A93;Nabburg;Nab
12876;A93;Pfreimd;Pfr
12878;A93;Wernberg-Köblitz;WerK
12879;A93;Luhe-Wildenau;LuhW
12880;A93;Weiden-Süd;WeiS
12881;A93;Weiden-Frauenricht;WeiF
12882;A93;Weiden-West;WeiW
12883;A93;Altenstadt an der Waldnaab;AltW
12884;A93;Windischeschenbach;Win
12885;A93;Falkenberg;Fal
12886;A93;Wiesau;Wie
12887;A93;Mitterteich-Süd;MitS
12888;A93;Mitterteich-Nord;MitN
12890;A93;Pechbrunn;Pec
12891;A93;Marktredwitz-Süd;MarS
12892;A93;Marktredwitz-Nord;MarN
12893;A93;Wunsiedel;Wun
12894;A93;Thiersheim;Thi
12895;A93;Höchstädt;Hoe
12896;A93;Selb-West;SelW
20125;A93;Regensburg Pfaffenstein;RegP3
31501;A93;Weiden-Nord;WeiN
31502;A93;Selb-Nord;SelN
31503;A93;Schönwald;Sch
31504;A93;Rehau-Süd;RehS
31505;A93;Rehau-Nord;RehN
31506;A93;Hof-Süd;HofS
31507;A93;Regnitzlosau;Reg
31508;A93;Hof-Ost;HofO
31509;A93;Hochfranken;Hoc
31795;A93;Regensburg Prüfening;RegP
36073;A93;Oberpfälzer Wald;ObeW
36210;A93;Neustadt an der Waldnaab;NeuW
60777;A93;Wildbarren;Wil
60778;A93;Kranzhorn;Kra
60779;A93;Kirnstein;Kir
60780;A93;Gletschergarten;Gle
60781;A93;Petersberg;Pet
60782;A93;Heuberg;Heu
60783;A93;Nicklheim;Nic
60785;A93;Oberempfenbach;Obe1
60787;A93;Deutschmeister;Deu
60789;A93;Großmuß;Gro
60790;A93;Saalhaupt;Saa
60791;A93;Benhof;Ben
60792;A93;Regendorf;Reg3
60793;A93;Harberhof Ost;HarO
60794;A93;Harberhof West;HarW
60796;A93;Hirtlohe;Hir
60797;A93;Kronstetten;Kro
60798;A93;Freihöls;Fre
60799;A93;Lindenlohe;Lin
60801;A93;Grünau;Gru
60802;A93;Hopfengarten;Hop
60803;A93;Angerholz;Ang
60804;A93;Scherreuth;Sch3
60806;A93;Peuntbach;Peu
60807;A93;Bärenholz;Bae
7509;A93;Schloßberg;Sch1
7510;A93;Waldnaabtal;Wal
7616;A93;Einhausung Oberweißenbach;EinO
12897;A94;München-Steinhausen;MueS
12898;A94;München-Zamdorf;MueZ
12899;A94;München-Daglfing;MueD
12900;A94;München-Riem;MueR
12901;A94;Feldkirchen-West;FelW
12902;A94;Feldkirchen-Ost;FelO
12903;A94;München-Ost;MueO
12904;A94;Parsdorf;Par
12905;A94;Anzing;Anz
12906;A94;Forstinning;For
13450;A94;Markt Schwaben;MarS
15665;A94;Anschluss B12-Malching-Süd;AnsS
15666;A94;Malching;Mal
15667;A94;Anschluss B12-Malching-Nord;AnsN
19187;A94;Lengdorf;Len
19188;A94;Dorfen;Dor
19189;A94;Schwindegg;Sch
19210;A94;Fürthholz;Fue
31510;A94;München-Am Moosfeld;MueM
31806;A94;Altötting;Alt
31807;A94;Neuötting;Neu
31808;A94;Neuötting-Ost;NeuO
31809;A94;Burghausen;Bur
42376;A94;Töging a.Inn;ToeI
42377;A94;Mühldorf a.Inn-Nord;MueN
42378;A94;Mühldorf a.Inn-West;MueW
61260;A94;Anschluss B12-Bergham;AnsB
7617;A94;Holzfeld;Hol
7618;A94;Auwiesen;Auw
7619;A94;Pastetten;Pas
8051;A94;Hohenlinden;Hoh
8104;A94;Heldenstein;Hel
8105;A94;Einhausung Wimpasing;EinW
8106;A94;Waldkraiburg/Ampfing;WalA
12907;A95;Anschluss B2;AnsB
12908;A95;Eschenlohe;Esc
12909;A95;Murnau/Kochel;MurK
12910;A95;Sindelsdorf;Sin
12911;A95;Penzberg/Iffeldorf;PenI
12912;A95;Seeshaupt;See
12913;A95;Wolfratshausen;Wol
12914;A95;Höhenrain;Hoe
12915;A95;Schäftlarn;Sch
12916;A95;Starnberg;Sta
12917;A95;München-Fürstenried;MueF
12918;A95;München-Kreuzhof;MueK
12919;A95;München-Sendling-Süd;MueS
17733;A95;Ostermoos;Ost
17734;A95;Mühlweiher;Mue
60809;A95;Unterdill;Unt
12920;A952;Anschluss B2;AnsB
12921;A952;Percha;Per
12922;A952;Starnberg;Sta
12923;A96;Lindau-Autobahn;LinA
12924;A96;Lindau;Lin
12925;A96;Sigmarszell;Sig
12926;A96;Neuravensburg;Neu
12927;A96;Wangen-West;WanW
12928;A96;Wangen-Nord;WanN
12930;A96;Leutkirch-Süd;LeuS
12931;A96;Leutkirch-West;LeuW
12932;A96;Aichstetten;Aic
12933;A96;Aitrach;Ait
12934;A96;Memmingen;Mem
12935;A96;Memmingen-Nord;MemN
12936;A96;Memmingen-Ost;MemO
12940;A96;Stetten;Ste
12941;A96;Mindelheim;Min
12942;A96;Bad Wörishofen;Woe1
12943;A96;Buchloe-West;BucW
12944;A96;Jengen/Kaufbeuren;JenK
12945;A96;Buchloe-Ost;BucO
12946;A96;Landsberg am Lech-West;LanW
12947;A96;Landsberg am Lech-Nord;LanN
12948;A96;Landsberg am Lech-Ost;LanO
12949;A96;Schöffelding;Sch
12950;A96;Windach;Win
12951;A96;Greifenberg;Gre
12952;A96;Inning a. Ammersee;InnA
12953;A96;Wörthsee;Woe
12955;A96;Oberpfaffenhofen;Obe
12956;A96;Gilching;Gil
12957;A96;Germering-Süd;GerS
12959;A96;Gräfelfing;Gra1
12960;A96;München-Blumenau;MueB
12961;A96;München-Laim;MueL
12962;A96;München-Sendling;MueS
13451;A96;Wertachtal;Wer
31511;A96;Lechwiesen;Lec
31693;A96;Weißensberg;Wei
32245;A96;Eching;Ech
32246;A96;Etterschlag;Ett
36236;A96;München Süd-West;MueW
36237;A96;München Freiham-Süd;MueS1
41432;A96;Herfatz;Her
42390;A96;Kohlbergtunnel;Koh
42495;A96;Holzgünz;Hol
56750;A96;Kißlegg;Kis
57906;A96;Humbrechts;Hum
57907;A96;Ettensweiler;Ett1
57908;A96;Winterberg;Win1
60811;A96;Burgacker;Bur
60813;A96;Kammlachtal;Kam
60814;A96;Martinsberg;Mar
60816;A96;Germering (Nord);GerN
60817;A96;Germering (Süd);GerS1
7523;A96;Gräfelfing;Gra
8055;A96;Erkheim;Erk
8134;A96;Buxheimer Wald;BuxW
12973;A980;Waltenhofen;Wal
12974;A980;Durach;Dur
12975;A980;Allgäu;All
20133;A980;Anschluss B12;AnsB
36240;A99;München Süd-West;MueW1
36239;A99;München-Freiham Mitte;MueM
36238;A99;Germering-Nord;GerN
42385;A99;Aubing;Aub
31954;A99;München-Lochhausen;MueL
31512;A99;München-West;MueW
31513;A99;München-Allach;MueA
31620;A99;Allach;All
12976;A99;München-Ludwigsfeld;MueL1
12977;A99;München-Feldmoching;MueF
12978;A99;München-Neuherberg;MueN2
35121;A99;München-Fröttmaning Nord;MueN
12979;A99;München-Nord;MueN1
12980;A99;Aschheim/Ismaning;AscI
12981;A99;Kirchheim bei München;KirM
12983;A99;München-Ost;MueO
12984;A99;Vaterstetten;Vat
12985;A99;Haar;Haa
8137;A99;Putzbrunn;Put
12986;A99;Hohenbrunn;Hoh
12987;A99;Ottobrunn;Ott
12988;A99;München-Süd;MueS
31678;A99;München-Eschenried;MueE
31679;A99;München-Allach;MueA1
60818;A99;Neuherberg;Neu
60819;A99;Aschheim;Asc
12989;A995;München-Süd;MueS
12990;A995;Sauerlach;Sau
12991;A995;Oberhaching;Obe
12992;A995;Taufkirchen-West;TauW
12993;A995;Unterhaching;Unt
12994;A995;München-Giesing;MueG
60821;A995;Potzham;Pot
17735;B13;Holzkirchen-Mitte;HolM
17768;B13;Schernfelder Kreisel;SchK
17769;B13;Rothenstein;Rot
17793;B13;Holzkirchen;Hol
17794;B13;Bad Tölz-Ost;ToeO
20708;B13;Kraftwerk Sylvensteinsee;KraS
20709;B13;Lenggries;Len
20710;B13;Bad Tölz-West;ToeW
20713;B13;Sachsenkam;Sac
20714;B13;Großhartpenning;Gro
20719;B13;Schenkendorfstraße;Sch1
20720;B13;Frankfurter Ring;FraR
20721;B13;Heidemannstraße;Hei
20722;B13;München-Neuherberg;MueN
20723;B13;Hochbrück;Hoc
20724;B13;Kreuzhof;Kre
20725;B13;Unterschleißheim;Unt1
20727;B13;Fahrenzhausen;Fah
20728;B13;Hohenkammer;Hoh
20729;B13;Reichertshausen;Rei
20730;B13;Pfaffenhofen a.d.Ilm;PfaI
20731;B13;B 300 bei Pörnbach;B 3P
20734;B13;B 300 bei Starkertshofen;B 3S
20735;B13;B 16 bei Oberstimm;B 1O
20736;B13;Goethestraße;Goe
20738;B13;Eitensheim;Eit
20739;B13;Pietenfeld;Pie
20740;B13;Westenkreuzung;Wes
20742;B13;Laubenthal;Lau1
20743;B13;Weißenburg;Wei
20744;B13;Ellingen;Ell
20745;B13;Gunzenhausen;Gun
20747;B13;Merkendorf;Mer
20751;B13;Ansbach;Ans1
20752;B13;Ansbach;Ans
20753;B13;Lehrberg;Leh
20754;B13;Oberdachstetten;Obe1
20755;B13;Marktbergel;Mar
20756;B13;B 470 bei Illesheim;B 4I
20757;B13;Neuherberg;Neu1
20758;B13;Uffenheim;Uff
20760;B13;Gollhofen;Gol
20763;B13;Ochsenfurt;Och
20764;B13;Sommerhausen;Som
20765;B13;Würzburg/Randersacker;WueR
29709;B13;Neuherbergstraße;Neu
29710;B13;Manchinger Straße;Man
29711;B13;Ettinger Straße;Ett
29712;B13;Audi-Ring beim Westpark;AudW
29713;B13;Friedrichshofen;Fri
29714;B13;Claffheim;Cla
31644;B13;Unterasbach;Unt
33318;B13;Südliche Ringstraße;SueR
33319;B13;Schillerbrücke;Sch
33320;B13;Westliche Ringstraße;WesR
33321;B13;Friedrichshofen West;FriW
33322;B13;Gabel;Gab
33323;B13;Industriegebiet;Ind
35030;B13;Lauterbach;Lau
35031;B13;Pelka;Pel
35032;B13;Niernsdorf;Nie
35034;B13;Ilmmünster;Ilm
35043;B13;Abzweigung Günzenhausen;AbzG
35340;B13;Maria-Probst-Straße;MarS
43089;B13;Theilenhofen;The
43090;B13;Oberickelsheim;Obe
61261;B13;Weißenburg-Schleifer a.Berg;WeiB
61262;B13;Triesdorf;Tri
61263;B13;Nehdorf;Neh
61264;B13;Gräfenbuch;Gra
61265;B13;Gollhofen;Gol1
13454;B17;Ellighofen;Ell
13455;B17;Landsberg a.Lech-West;LanW
13456;B17;Igling/Kaufering;IglK
17909;B17;Augsburg-Göggingen/Arena;AugA
21035;B17;Füssen;Fue1
21036;B17;Füssen;Fue
21037;B17;Schwangau;Sch
21038;B17;Halblech;Hal
21039;B17;Steingaden;Ste
21040;B17;Ilgen;Ilg
21041;B17;Peiting-West;PeiW
21046;B17;Seestall;See
21051;B17;Klosterlechfeld;Klo
21053;B17;Königsbrunn-Süd;KoeS
21054;B17;Königsbrunn-Nord;KoeN
21055;B17;Haunstetten-Süd/Inningen;HauI
21056;B17;Haunstetten-Nord/Göggingen;HauG
21057;B17;Messe/Uni;MesU
21058;B17;Göggingen-Ost/Ausfahrt Eichleitner Straße;GoeE
21059;B17;Göggingen/Ausfahrt Gabelsberger Straße;GoeG
21062;B17;Zentrum/Kriegshaber-Süd;ZenS
31528;B17;Oberhausen;Obe
31850;B17;Lagerlechfeld;Lag
31851;B17;Kleinaitingen;Kle
31852;B17;Oberottmarshausen;Obe1
31853;B17;Leitershofen/Pfersee-Süd;LeiS
31854;B17;Stadtbergen/Pfersee;StaP
31855;B17;Uniklinikum/Kriegshaber;UniK
31856;B17;Bärenkeller/Oberhausen-Süd;BaeS
31857;B17;Gersthofen-Süd/Postzentren;GerP
31861;B17;Augsburg-West;AugW
32146;B17;Schongau-West;SchW
32147;B17;Altenstadt-Nord;AltN
32148;B17;Hohenfurch;Hoh
32149;B17;Kinsau;Kin
32247;B17;Denklingen;Den
35204;B17;Hurlach;Hur
35206;B17;Unterdießen;Unt
8069;B17;Landsberg a.Lech-Süd;LanS
13460;B2;Germering-Nord;GerN2
13842;B2;Spatzenhausen;Spa
15568;B2;Pleinfeld-Nord;PleN
15569;B2;Heideck;Hei
15570;B2;Röttenbach-Süd;RoeS
15571;B2;Röttenbach-Nord;RoeN
15572;B2;Roth-Belmbrach;RotB
17743;B2;Großer Kreisel;GroK
19193;B2;Marienstraße;Mar
19196;B2;S2260 bei Obertrubach;S22O
21366;B2;Mittenwald-Scharnitz;MitS
21367;B2;Mittenwald-Nord;MitN
21368;B2;B 11 bei Krün;B 1K
21369;B2;S2542 bei Klais;S25K
21370;B2;Garmisch-Partenkirchen;GarP
21371;B2;Farchant;Far
21372;B2;Oberau;Obe
21373;B2;Anschluss A95;AnsA1
21374;B2;Eschenlohe;Esc
21375;B2;S2562 Abzweigung Ohlstadt;S25O
21376;B2;Murnau;Mur
21379;B2;B 472 bei Huglfing;B 4H
21381;B2;Weilheim;Wei
21382;B2;S2056 bei Pähl;S20P
21383;B2;Traubing;Tra
21384;B2;Pöcking-Nord;PoeN
21385;B2;Starnberg;Sta
21386;B2;Anschluss A952;AnsA
21389;B2;Donnersbergerbrücke;Don
21390;B2;Wotanstraße;Wot
21393;B2;Lortzingstraße;Lor
21394;B2;Aubinger Straße;Aub
21395;B2;Limesstraße;Lim
21396;B2;Germering;Ger
21397;B2;Puchheim;Puc
21398;B2;Alling;All
21399;B2;Fürstenfeldbruck;Fue
21400;B2;Fürstenfeldbruck-Neulindach;FueN
21401;B2;Mammendorf;Mam
21402;B2;Hattenhofen;Hat
21403;B2;Althegnenberg;Alt
21404;B2;Merching;Mer2
21405;B2;Mering-Nord;MerN
21406;B2;Chippenham-Ring;ChiR
21407;B2;Friedberger Straße;Fri
21408;B2;Zugspitzstraße;Zug
21409;B2;Berliner Allee;BerA
21410;B2;Neuburger Straße;Neu1
21411;B2;Neuburger Straße;Neu
21412;B2;Augsburg-Ost;AugO
21417;B2;Augsburg-West;AugW
21419;B2;Stettenhofen;Ste
21420;B2;Langweid;Lan
21421;B2;Meitingen-West;MeiW
21422;B2;Nordendorf;Nor
21423;B2;Mertingen;Mer1
21424;B2;Asbach-Bäumenheim/Ausfahrt zur B16;AsbB
21425;B2;Donauwörth-Süd/Nordheim;DonN
21426;B2;Donauwörth-Nord/Berger Kreuz;DonK
21427;B2;Kaisheim Süd;KaiS
21428;B2;Buchdorf;Buc
21429;B2;Monheim Mitte;MonM
21430;B2;S2217 bei Langenaltheim;S22L
21431;B2;Treuchtlingen;Tre
21432;B2;Weißenburg;Wei1
21433;B2;Ellingen;Ell
21434;B2;Pleinfeld-Süd;PleS
21435;B2;Roth/Hilpoltsteiner Straße;RotH
21436;B2;Roth;Rot
21437;B2;Schwabach-Süd;SchS
21438;B2;Schwabach;Sch1
21439;B2;Waldstromerstraße;Wal
21440;B2;Weltenburger Straße;Wel
21441;B2;Hafenstraße;Haf
21442;B2;Rednitzstraße;Red1
21443;B2;Ansbacher Straße;Ans
21444;B2;Nürnberg-Schweinau;NueS
21445;B2;Hansastraße;Han
21446;B2;Nopitschstraße;Nop
21447;B2;Welserstraße;Wel1
21448;B2;Leipziger Platz;LeiP
21449;B2;Kilianstraße;Kil
21450;B2;Ziegelsteinstraße;Zie
21451;B2;Schafhofstraße;Sch4
21452;B2;Bierweg;Bie
21453;B2;Nürnberg-Nord;NueN
21454;B2;Heroldsberg;Her
21455;B2;Eschenau;Esc1
21456;B2;Forth;For
21457;B2;Igensdorf;Ige
21458;B2;Gräfenberg;Gra
21459;B2;Hiltpoltstein;Hil
21460;B2;Leupoldstein;Leu
21461;B2;Weidensees;Wei2
21462;B2;B 470 bei Bronn;B 4B
21464;B2;B 85 bei Neudorf;B 8N
21466;B2;Pegnitz;Peg
21467;B2;Schnabelwaid;Sch3
21468;B2;Creußen;Cre
21470;B2;Bayreuth-Süd;BayS
21471;B2;Doktor-Konrad-Pöhner-Straße;DokS
21474;B2;Albrecht-Dürer-Straße;AlbS
21476;B2;Grünewaldstraße;Gru
21477;B2;Bernecker Straße;Ber
21480;B2;Bayreuth-Nord;BayN
21487;B2;Berliner Platz;BerP
21488;B2;Plauener Straße;Pla
21490;B2;Hof/Töpen;HofT
21491;B2;Töpen;Toe
21492;B2;Gefell;Gef
21496;B2;Schleiz;Sch2
29775;B2;Hans-Böckler-Straße;HanS
31845;B2;Gersthofen-Mitte/Hirblingen;GerH
31846;B2;Gersthofen-Nord;GerN1
31847;B2;Gersthofen-Bergstraße/Industriegebiet Nord;GerN
31848;B2;Westendorf;Wes
32041;B2;Zedtwitz;Zed
32064;B2;Garmisch-Partenkirchen Nord;GarN
32068;B2;Mittenwald-Süd;MitS1
33279;B2;Mering-Süd;MerS
33280;B2;Mering-Mitte;MerM
33281;B2;Mering;Mer
33282;B2;Amagasaki Allee;AmaA
33283;B2;Schillstraße;Sch
33284;B2;Bürgermeister-Wegele-Straße;BueS
35136;B2;Kaltenbrunn;Kal
35216;B2;Roth-Kiliansdorf;RotK
35217;B2;Roth/Allersberger Straße;RotA
35218;B2;Rednitzhembach;Red
35219;B2;Schwabach-Penzendorf;SchP
35335;B2;Am Knie;Kni
36074;B2;Langweid-Nord;LanN
36075;B2;Biberbach/Herbertshofen;BibH
36076;B2;Meitingen-Nord;MeiN
36129;B2;Kaisheim-Nord/Industriegebiet;KaiI
36132;B2;Monheim Nord;MonN
36203;B2;Cosima-Wagner-Straße;CosS
36207;B2;S2120 bei Creußen;S21C
36242;B2;Pöcking-Süd;PoeS
42412;B2;Asbach-Bäumenheim Süd;AsbS
42413;B2;Donauwörth Parkstadt;DonP
42425;B2;Bronn;Bro
42426;B2;Friedrich-Ebert-Straße;FriS
42496;B2;B 22 bei Bayreuth;B 2B
43119;B2;München-Freiham Mitte;MueM
45546;B2;Oettersdorf/L1077;OetL
45547;B2;Tegau;Teg
45548;B2;Krölpa;Kro
45549;B2;Auma;Aum
46561;B2;Friedenheimer Brücke;FriB
46562;B2;Willibaldstraße;Wil
4752;B2;Dettenheim;Det
4755;B2;Wernsbach;Wer
61105;B2;Monheim Süd;MonS
61271;B2;Dietfurt i.Mfr.;DieM
61272;B2;Mauk;Mau
7467;B2;Josef-Felder-Straße;JosS
7468;B2;Offenbachstraße;Off
7637;B2;Asbach-Bäumenheim Nord;AsbN
8107;B2;Pegnitz-Buchauer Berg;PegB
8108;B2;Buchau;Buc1
8109;B2;Wolfsbach;Wol
17077;B22;Kitzingen/Schwarzach;KitS
17745;B22;Matzenberg;Mat
17746;B22;Bayreuth-Aichig;BayA
21791;B22;Schwarzach am Main;SchM
21793;B22;Neuses am Sand;NeuS
21794;B22;Ebrach;Ebr
21795;B22;Burgebrach;Bur
21796;B22;Berliner Ring;BerR
21797;B22;Bamberg-Süd;BamS
21798;B22;Scheßlitz;Sch2
21799;B22;Steinfeld;Ste
21800;B22;Hollfeld;Hol
21801;B22;Eckersdorf;Eck
21802;B22;Albrecht-Dürer-Straße;AlbS
21804;B22;Seybothenreuth;Sey
21805;B22;Speichersdorf;Spe
21806;B22;Kemnath;Kem
21807;B22;Sassenhof;Sas
21809;B22;Altenstadt an der Waldnaab;AltW
21811;B22;Weiden in der Oberpfalz;WeiO
21812;B22;Leuchtenberg;Leu1
21813;B22;Tännesberg;Tae
21814;B22;Teunz;Teu
21815;B22;Oberviechtach;Obe
21816;B22;Winklarn;Win
21817;B22;Rötz;Roe
21818;B22;Grafenkirchen;Gra
21820;B22;Knoten Cham-Mitte;KnoM
29793;B22;S2163 bei Bayreuth;S21B
29794;B22;Justus-Liebig-Straße;JusS
29795;B22;Erlanger Straße;Erl
29796;B22;Hindenburgstraße;Hin
35173;B22;Wildensorger Hauptstraße;WilH
35174;B22;Waizendorfer Straße;Wai
35175;B22;Bugerstraße;Bug
35176;B22;Schellenbergerstraße;Sch
35177;B22;Rhein-Main-Donau-Damm;RheD
35178;B22;Forchheimer Straße;For1
35179;B22;Nürnberger Straße;Nue
35180;B22;Forchheimer Straße;For
35297;B22;Kirchendemenreuth;Kir
35298;B22;Wildenreuth;Wil
36084;B22;Burgwindheim;Bur1
36214;B22;Bechtsrieth;Bec
36215;B22;Michldorf;Mic
42357;B22;Würgau;Wue
42427;B22;Rheinstraße;Rhe
42468;B22;Neunkirchen am Main;NeuM
43001;B22;B 2 bei Bayreuth;B 2B
46581;B22;Waldeck;Wal
46582;B22;Erbendorf-Straßenschacht;ErbS
46583;B22;Irchenrieth;Irc
46584;B22;Leuchtenberg;Leu
46767;B22;Reupelsdorf;Reu
7644;B22;Untersteinach;Unt
7645;B22;Mönchherrnsdorf;Moe1
7646;B22;Mönchsambach;Moe
7647;B22;Dürrhof;Due
7648;B22;Unterneuses;Unt1
7649;B22;Birkach;Bir
7650;B22;Debring;Deb1
7651;B22;Debring;Deb
7652;B22;zur AS Roßdorf a.Berg;ZurB
7653;B22;Treunitz;Tre
7654;B22;Freienfels;Fre
7655;B22;Schönfeld;Sch1
7656;B22;Busbach;Bus
7657;B22;Eschen;Esc
7658;B22;S2186 bei Tröbersdorf;S21T
7659;B22;Spitzwegstraße;Spi
7660;B22;Wittelsbacherring;Wit
7661;B22;Bahnhofstraße;Bah
8110;B22;Wiesentfels;Wie
22862;B304;Dachau-Mitte;DacM
22863;B304;München-Ludwigsfeld;MueL
22867;B304;Leuchtenbergring;Leu
22868;B304;Baumkirchner Straße;Bau
22869;B304;Schatzbogen;Sch2
22871;B304;Haar;Haa
22872;B304;Haar;Haa1
22874;B304;Zorneding-Süd;ZorS
22875;B304;Kirchseeon;Kir
22876;B304;Reitgesing;Rei
22878;B304;Ebersberg;Ebe
22879;B304;Steinhöring;Ste
22881;B304;Wasserburg am Inn;WasI
22884;B304;Hochbruck;Hoc
22885;B304;Altenmarkt;Alt
22887;B304;Teisendorf-West;TeiW
22889;B304;Freilassing;Fre
29845;B304;Karlsfeld;Kar
29846;B304;Max-Born-Straße;MaxS
29847;B304;Bajuwarenstraße;Baj
29848;B304;Stein an der Traun;SteT
29849;B304;Matzing;Mat
35359;B304;Schroppenwiesenstraße;Sch1
35409;B304;Schlüsselbergstraße;Sch
36057;B304;Frabertsham;Fra
36058;B304;Sankt Georgen/Traunreut;SanT
36059;B304;Surberg;Sur
36060;B304;Oberteisendorf;Obe
36061;B304;Teisendorf-Ost;TeiO
42382;B304;Edling;Edl
43005;B304;Babensham/Penzing;BabP
43006;B304;Wimpasing;Wim
43007;B304;Stephanskirchen;Ste1
43131;B304;Zorneding-West;ZorW
43132;B304;Zorneding-Ost;ZorO
43133;B304;Forsting;For
46564;B304;Feldmochinger Straße;Fel
46565;B304;Hanauer Straße;Han
46566;B304;Landshuter Allee;LanA
46567;B304;Georg-Brauchle-Ring;GeoR
4764;B304;Bernhaiming;Ber
4766;B304;Roitham;Roi
7478;B304;Traunstein-Weiderting;TraW
7479;B304;Traunstein-Etzfeld;TraE
7480;B304;Ettendorfer Tunnel;EttT
7481;B304;Traunstein-Sparz;TraS
17951;B310;Oy-Mittelberg;Oy-M
26434;B310;Oberjoch;Obe
26435;B310;Wertach;Wer
26436;B310;Oy-Mittelberg;Oy-M1
26439;B310;Füssen;Fue1
31466;B310;Jungholz;Jun
31787;B310;Füssen;Fue
23817;B471;Inning a. Ammersee;InnA
23818;B471;Schöngeising;Sch
23820;B471;Esting/Maisach;EstM
23821;B471;Dachau/Fürstenfeldbruck;DacF
23822;B471;Dachau-West;DacW
23823;B471;Dachau-Süd;DacS
23824;B471;Dachau-Mitte;DacM
23825;B471;Karlsfeld;Kar
23826;B471;Oberschleißheim;Obe
23827;B471;Oberschleißheim;Obe1
23828;B471;Lustheim;Lus
23829;B471;Hochbrück;Hoc
23830;B471;Garching-Süd;GarS
23831;B471;Garching;Gar
23832;B471;Ismaning;Ism
23833;B471;Aschheim/Ismaning;AscI
23834;B471;Aschheim;Asc
23835;B471;Feldkirchen;Fel
23836;B471;Haar;Haa
23837;B471;Putzbrunn;Put
23838;B471;Hohenbrunn;Hoh
23839;B471;Ottobrunn;Ott
23840;B471;Taufkirchen-Ost;TauO
32249;B471;Grafrath;Gra
32250;B471;Fürstenfeldbruck-West;FueW
32251;B471;Fürstenfeldbruck-Mitte;FueM
32252;B471;Fürstenfeldbruck-Ost/Emmering;FueE
35208;B471;Fürstenfeldbruck, Schöngeisinger Straße;FueS
35209;B471;Fürstenfeldbruck-Industriegebiet;FueI
35210;B471;Geiselbullach/Olching;GeiO
42386;B471;Fürstenfeldbruck-Neulindach;FueN
24140;B505;Pommersfelden;Pom
24142;B505;Hirschaid;Hir
24143;B505;Bamberg-Süd;BamS
31719;B505;Pettstadt;Pet
61284;B505;Zentpechhofen;Zen
