2026-01-09T16:13:45.700106500Z
ID_CLASS	ID_PERM	ID_NAME	TLS_KNOTENNUMMER	TLS_LOC	TLS_DIST	TLS_FG	TLS_DE	FD	TLS_PORT	TLS_SLAVE	TLS_EAK	TLS_EA	TLS_WZGTYP	TLS_ZEICHENSATZ	TLS_ANZEIGEPRINZIP	TLS_HERSTELLER	TLS_TYP	TLS_REF	TLS_FAHRTR	LOC_LANE	LOC_WGS84_COOR_LAT	LOC_WGS84_COOR_LONG	LOC_ID_ASFiNAG	EFH	TLS_IFACEKEY
IB	ib.sst_93_206060_hof.m.de	SST_93_206060_Hof	9316246	36391	150	254	0		201	1	0						0	kri.uz08_kri1.m.de					A93																				
SST	sst.sst_93_206060_hof.m.de	SST_93_206060_Hof	9306939	36355	59	254	0		201	1	0						0	ib.sst_93_206060_hof.m.de					A93																				
WVZ	wzg.cluster_aq_93_206000_hof_194.m.de	CLUSTER_AQ_93_206000_Hof	9306939	36355	59	4	194		201	1	33						0						A93																				
AQ	aq.aq_93_206000_hof.m.de	AQ_93_206000_Hof	9306939	36355	59	4	0		201	1	33						1	wzg.cluster_aq_93_206000_hof_194.m.de					A93																				
WVZ	wzg.aq_93_206000_hof_a1_129.m.de	AQ_93_206000_Hof_A1	9306939	36355	59	4	129		201	1	33						1	aq.aq_93_206000_hof.m.de		AS			A93	0																			
WVZ	wzg.aq_93_206000_hof_a2_130.m.de	AQ_93_206000_Hof_A2	9306939	36355	59	4	130		201	1	33						1	aq.aq_93_206000_hof.m.de		IS			A93	0																			
WVZ	wzg.aq_93_206000_hof_c2_134.m.de	AQ_93_206000_Hof_C2	9306939	36355	59	4	134		201	1	33						3	aq.aq_93_206000_hof.m.de		IS			A93	2																			
WVZ	wzg.aq_93_206000_hof_b2_132.m.de	AQ_93_206000_Hof_B2	9306939	36355	59	4	132		201	1	33						2	aq.aq_93_206000_hof.m.de		F2			A93	0																			
WVZ	wzg.aq_93_206000_hof_b1_131.m.de	AQ_93_206000_Hof_B1	9306939	36355	59	4	131		201	1	33						2	aq.aq_93_206000_hof.m.de		F1			A93	0																			
WVZ	wzg.aq_93_206000_hof_c1_133.m.de	AQ_93_206000_Hof_C1	9306939	36355	59	4	133		201	1	33						3	aq.aq_93_206000_hof.m.de		AS			A93	2																			
UFD	ude.wud_hk_93_206000_hof_1.m.de	WUD_HK_93_206000_Hof	9306939	36355	59	3	1		201	1	33						61	sst.sst_93_206060_hof.m.de					A93																				
VLT	vlt.bms_93_206060_hof_tuer_3.m.de	BMS_93_206060_Hof_Tuer	9306939	36355	59	6	3		201	1	32						48	sst.sst_93_206060_hof.m.de					A93																				
VLT	vlt.bms_93_206060_hof_temp_2.m.de	BMS_93_206060_Hof_Temp	9306939	36355	59	6	2		201	1	32						49	sst.sst_93_206060_hof.m.de					A93																				
VLT	vlt.bms_93_206060_hof_netz_1.m.de	BMS_93_206060_Hof_Netz	9306939	36355	59	6	1		201	1	32						51	sst.sst_93_206060_hof.m.de					A93																				
EQ	mq.mq_93_206060_hof.m.de	MQ_93_206060_Hof	9306939	36355	59	1	0		201	1	32						0						A93																				
MQ	vde.det_93_206060_hof_h1_1.m.de	DET_93_206060_Hof_H1	9306939	36355	59	1	1		201	1	32						0	mq.mq_93_206060_hof.m.de		F1			A93																				
MQ	vde.det_93_206060_hof_h2_2.m.de	DET_93_206060_Hof_H2	9306939	36355	59	1	2		201	1	32						0	mq.mq_93_206060_hof.m.de		F2			A93																				
SST	sst.sst_93_204330_hof.m.de	SST_93_204330_Hof	9306877	36354	253	254	0		201	2	0						0	ib.sst_93_206060_hof.m.de					A93																				
WVZ	wzg.cluster_aq_93_204300_hof_194.m.de	CLUSTER_AQ_93_204300_Hof	9306877	36354	253	4	194		201	2	33						0						A93																				
AQ	aq.aq_93_204300_hof.m.de	AQ_93_204300_Hof	9306877	36354	253	4	0		201	2	33						1	wzg.cluster_aq_93_204300_hof_194.m.de					A93																				
WVZ	wzg.aq_93_204300_hof_a2_130.m.de	AQ_93_204300_Hof_A2	9306877	36354	253	4	130		201	2	33						1	aq.aq_93_204300_hof.m.de		IS			A93	0																			
WVZ	wzg.aq_93_204300_hof_a1_129.m.de	AQ_93_204300_Hof_A1	9306877	36354	253	4	129		201	2	33						1	aq.aq_93_204300_hof.m.de		AS			A93	0																			
WVZ	wzg.aq_93_204300_hof_b2_132.m.de	AQ_93_204300_Hof_B2	9306877	36354	253	4	132		201	2	33						2	aq.aq_93_204300_hof.m.de		F2			A93	0																			
WVZ	wzg.aq_93_204300_hof_c1_133.m.de	AQ_93_204300_Hof_C1	9306877	36354	253	4	133		201	2	33						3	aq.aq_93_204300_hof.m.de		AS			A93	2																			
WVZ	wzg.aq_93_204300_hof_c2_134.m.de	AQ_93_204300_Hof_C2	9306877	36354	253	4	134		201	2	33						3	aq.aq_93_204300_hof.m.de		IS			A93	2																			
WVZ	wzg.aq_93_204300_hof_b1_131.m.de	AQ_93_204300_Hof_B1	9306877	36354	253	4	131		201	2	33						2	aq.aq_93_204300_hof.m.de		F1			A93	0																			
UFD	ude.wud_hk_93_204300_hof_1.m.de	WUD_HK_93_204300_Hof	9306877	36354	253	3	1		201	2	33						61	sst.sst_93_204330_hof.m.de					A93																				
VLT	vlt.bms_93_204330_hof_temp_2.m.de	BMS_93_204330_Hof_Temp	9306877	36354	253	6	2		201	2	32						49	sst.sst_93_204330_hof.m.de					A93																				
VLT	vlt.bms_93_204330_hof_tuer_3.m.de	BMS_93_204330_Hof_Tuer	9306877	36354	253	6	3		201	2	32						48	sst.sst_93_204330_hof.m.de					A93																				
VLT	vlt.bms_93_204330_hof_netz_1.m.de	BMS_93_204330_Hof_Netz	9306877	36354	253	6	1		201	2	32						51	sst.sst_93_204330_hof.m.de					A93																				
EQ	mq.mq_93_204330_hof.m.de	MQ_93_204330_Hof	9306877	36354	253	1	0		201	2	32						0						A93																				
MQ	vde.det_93_204330_hof_h1_1.m.de	DET_93_204330_Hof_H1	9306877	36354	253	1	1		201	2	32						0	mq.mq_93_204330_hof.m.de		F1			A93																				
MQ	vde.det_93_204330_hof_h2_2.m.de	DET_93_204330_Hof_H2	9306877	36354	253	1	2		201	2	32						0	mq.mq_93_204330_hof.m.de		F2			A93																				
SST	sst.sst_93_202949_hof.m.de	SST_93_202949_Hof	9306828	36354	204	254	0		201	3	0						0	ib.sst_93_206060_hof.m.de					A93																				
VLT	vlt.bms_93_202949_hof_tuer_3.m.de	BMS_93_202949_Hof_Tuer	9306828	36354	204	6	3		201	3	32						48	sst.sst_93_202949_hof.m.de					A93																				
